item_id,item_material,item_num,item_length,item_width,item_order
0,YTM-0218S,1,878.0,300.0,order267
1,YTM-0218S,1,762.0,558.0,order17
2,YTM-0218S,1,742.0,558.0,order16
3,YTM-0218S,1,1962.0,297.0,order21
4,YTM-0218S,1,798.0,601.0,order116
5,MNH-0218S,1,347.0,340.0,order299
6,MNH-0218SD,1,312.0,449.0,order260
7,MNH-0215S,1,488.0,118.0,order35
8,MNH-0218S,1,759.0,300.0,order362
9,MNH-0218S,1,2098.0,363.0,order259
10,MNH-0215S,1,458.0,489.0,order34
11,MNH-0215S,1,2101.0,762.0,order184
12,MNH-0218S,1,762.0,58.0,order184
13,MNH-0218S,1,617.5,368.0,order184
14,MNH-0218SD,1,431.0,58.0,order31
15,MNH-0218S,1,155.0,518.0,order237
16,MNH-0218S,1,746.0,58.0,order108
17,MNH-0218SD,1,1179.0,427.0,order326
18,YTM-0218S,1,698.0,402.0,order329
19,MNH-0218S,1,180.0,358.0,order328
20,MNH-0218S,1,758.0,430.0,order328
21,MNH-0218S,1,990.0,372.0,order379
22,MNH-0218S,1,121.0,48.0,order39
23,YGKQ-0418S,1,654.5,383.5,order59
24,XXB-0218S,1,422.0,435.8,order156
25,MNH-0218S,1,498.0,348.0,order151
26,MNH-0215S,1,2226.0,404.0,order153
27,YTM-0218S,1,714.0,328.0,order265
28,YTM-0215S,1,1942.0,821.0,order268
29,YTM-0215S,1,288.0,158.0,order268
30,5-0218S,1,2124.0,385.0,order16
31,YTM-0218S,1,748.0,565.0,order116
32,MNH-0218S,1,2340.0,58.0,order311
33,YTM-0218S,1,898.0,402.0,order329
34,NJYH-0215S,1,338.0,78.0,order328
35,MNH-0218S,1,858.0,282.0,order184
36,MNH-0225S,1,1598.0,348.0,order31
37,MNH-0218S,1,402.0,58.0,order60
38,MNH-0218S,1,2323.0,280.0,order153
39,MNH-0218S,1,392.0,503.0,order147
40,MNH-0215S,1,414.5,746.0,order108
41,SRBW-0215S,1,690.0,489.0,order108
42,MNH-0218S,1,472.0,410.0,order326
43,MNH-0218S,1,748.0,310.0,order310
44,MNH-0218S,1,562.0,339.0,order39
45,MNH-0218S,1,366.0,324.5,order40
46,MNH-0218S,1,832.0,58.0,order138
47,MNH-0218S,1,835.0,98.0,order333
48,MNH-0215S,1,2300.5,756.0,order59
49,YTM-0218S,1,587.0,327.0,order268
50,YTM-0215S,1,438.0,158.0,order269
51,YTM-0215S,1,438.0,118.0,order269
52,YTM-0218S,1,433.0,328.0,order267
53,YTM-0218S,1,1960.0,58.0,order21
54,MNH-0218S,1,484.0,48.0,order299
55,MNH-0215S,1,438.0,238.0,order34
56,MNH-0218S,1,598.0,448.0,order184
57,MNH-0218S,1,339.0,410.0,order33
58,MNH-0215S,1,655.0,92.5,order30
59,MNH-0218S,1,371.0,245.5,order30
60,MNH-0215S,1,665.0,239.0,order30
61,MNH-0218S,1,433.0,333.0,order147
62,MNH-0215S,1,488.0,158.0,order41
63,MNH-0218S,1,687.0,277.0,order43
64,MNH-0215S,1,288.0,78.0,order325
65,MNH-0218S,1,692.5,170.0,order325
66,QKQ-0218S,1,694.0,538.0,order329
67,MNH-0215S,1,754.0,616.0,order379
68,QKQ-0215S,1,238.0,158.0,order380
69,MNH-0218S,1,1167.0,354.0,order295
70,MNH-0218S,1,1178.0,228.0,order250
71,MNH-0218SD,1,279.0,148.0,order150
72,MNH-0215S,1,202.0,757.5,order150
73,YTM-0218S,1,587.0,58.0,order268
74,YTM-0218S,1,1326.0,268.0,order268
75,YTM-0215S,1,1288.5,293.0,order268
76,YTM-0218S,1,2348.0,118.0,order20
78,5-0218S,1,2174.0,395.0,order17
79,MNH-0215S,1,659.5,398.0,order35
80,PSXH-0418S,1,914.0,418.0,order360
81,MNH-0218S,1,663.0,532.0,order357
82,YSH-0218S,1,527.5,995.0,order362
84,MNH-0218S,1,198.0,328.0,order325
85,MNH-0215S,1,392.0,489.0,order110
86,MNH-0218S,1,561.0,725.0,order34
87,MNH-0218S,1,762.0,293.5,order31
88,MNH-0215S,1,301.5,52.5,order33
89,QKQ-0218S,1,622.0,545.0,order61
90,YTM-0225S,1,489.0,338.0,order55
91,YTM-0215S,1,638.0,372.5,order56
92,MNH-0218S,1,2212.0,317.0,order58
93,NDSF-0218S,1,258.0,268.0,order156
94,MNH-0218S,1,720.0,634.0,order151
95,YTM-0218S,1,762.0,579.0,order16
96,YTM-0215S,1,2181.0,1012.0,order118
97,YTM-0215S,1,2231.0,442.0,order117
98,MNH-0218S,1,443.5,520.0,order308
99,MNH-0215S,1,631.5,388.0,order29
100,MNH-0218S,1,746.0,508.0,order377
101,5-0218S,1,657.0,194.0,order16
102,YTM-0218S,1,1819.5,297.0,order21
103,MNH-0215S,1,406.0,339.0,order308
104,MNH-0218S,1,473.0,450.0,order138
105,MNH-0218S,1,1498.0,338.0,order58
106,XXB-0218S,1,1930.0,374.0,order152
107,MNH-0218S,1,859.0,408.0,order184
108,QKQ-0218S,1,1276.0,460.0,order99
109,MNH-0218S,1,1020.0,540.0,order356
110,MNH-0215S,1,2061.0,1021.0,order356
111,MNH-0218SD,1,726.0,327.0,order358
112,MNH-0218S,1,562.0,379.0,order362
113,MNH-0218S,1,369.0,58.0,order299
114,MNH-0215S,1,2031.0,762.0,order104
115,MNH-0218S,1,395.0,48.0,order104
116,MNH-0218SD,1,2198.0,58.0,order110
117,NJYH-0218S,1,2032.5,505.0,order326
118,NJYH-0218S,1,924.0,495.0,order324
119,YTM-0215S,1,366.5,821.0,order268
120,YTM-0218S,1,2375.0,558.0,order269
121,YTM-0218S,1,2228.0,240.0,order20
122,5-0218S,1,2218.5,545.0,order20
123,YTM-0218S,1,2188.0,580.0,order16
124,YTM-0218S,1,376.0,278.0,order21
125,MNH-0215S,1,2139.5,762.0,order30
126,MNH-0218S,1,401.0,298.0,order60
127,MNH-0218S,1,432.0,333.0,order147
128,MNH-0215S,1,488.0,118.0,order237
129,MNH-0218S,1,198.0,328.0,order325
130,MNH-0215S,1,302.5,389.0,order33
131,MNH-0215S,1,388.0,78.0,order33
132,YTM-0218S,1,374.0,38.0,order21
133,MNH-0218SD,1,1798.0,58.0,order299
134,MNH-0218S,1,681.0,358.0,order303
135,MNH-0218S,1,360.0,58.0,order377
136,MNH-0218S,1,2398.0,358.0,order40
137,YSH-0218S,1,423.0,249.0,order138
138,YTM-0218S,1,533.0,111.5,order271
139,YTM-0218S,1,2311.0,436.0,order269
140,YTM-0215S,1,2141.0,762.0,order17
141,MNH-0218S,1,531.0,462.0,order308
142,MNH-0218S,1,358.5,78.0,order306
143,MNH-0218S,1,1068.0,398.0,order379
144,MNH-0218S,1,2053.0,293.0,order350
145,YSH-0218S,1,340.0,399.5,order362
146,MNH-0218S,1,771.0,577.5,order110
148,MNH-0218S,1,1122.0,327.0,order328
149,MNH-0218S,1,562.0,379.0,order110
150,MNH-0215S,1,681.5,132.5,order33
151,MNH-0218SD,1,312.0,449.0,order260
152,QKQ-0218SD,1,523.0,58.0,order62
153,MNH-0225S,1,878.0,498.0,order138
154,XXB-0218S,1,831.0,277.5,order153
155,MNH-0215S,1,592.0,489.0,order154
156,MNH-0218S,1,683.0,396.0,order147
157,MNH-0215S,1,423.0,520.0,order107
158,YTM-0218S,1,634.0,308.0,order265
159,YTM-0215S,1,566.0,439.0,order269
161,YTM-0215S,1,2181.0,512.0,order118
162,YTM-0218S,1,612.0,297.0,order115
163,MNH-0218S,1,992.0,375.0,order379
164,MNH-0215S,1,294.0,289.0,order32
165,MNH-0215S,1,488.0,118.0,order35
166,MNH-0218S,1,831.0,771.0,order358
167,MNH-0218S,1,470.0,560.0,order362
168,MNH-0218S,1,880.0,280.0,order362
169,MNH-0218S,1,1393.0,348.0,order325
170,QKQ-0215S,1,258.0,52.5,order329
171,MNH-0218S,1,962.0,58.0,order324
172,MNH-0218S,1,1473.0,329.0,order31
173,MNH-0218S,1,770.0,308.0,order31
174,QKQ-0218S,1,433.0,428.8,order33
175,YTM-0218S,1,2398.0,274.0,order56
176,MNH-0218SD,1,851.0,58.0,order60
177,MNH-0218S,1,600.0,315.0,order148
178,MNH-0218S,1,719.0,595.0,order152
179,MNH-0218S,1,392.0,58.0,order147
180,MNH-0218S,1,677.0,191.5,order104
181,YTM-0218S,1,572.0,327.0,order267
182,YTM-0218S,1,612.0,277.5,order115
183,YTM-0218S,1,961.0,118.5,order115
184,XXB-0218S,1,431.0,477.5,order308
185,XXB-0215S,1,288.0,78.0,order306
186,NJYH-0218S,1,808.0,350.3,order303
187,XXB-0218S,1,474.5,520.0,order356
189,MNH-0218S,1,1857.0,397.0,order328
190,MNH-0218S,1,1998.0,558.0,order33
191,QKQ-0218S,1,433.0,428.8,order33
193,MNH-0218S,1,980.0,378.0,order360
194,MNH-0218S,1,754.0,372.0,order379
195,MNH-0218S,1,755.0,301.0,order59
196,MNH-0218S,1,661.0,317.0,order60
197,MNH-0218S,1,600.0,315.0,order148
198,MNH-0218S,1,1284.0,58.0,order156
199,MNH-0218S,1,770.0,411.5,order110
200,YTM-0218S,1,387.5,327.0,order265
201,YTM-0218S,1,812.0,58.0,order269
202,YTM-0218S,1,742.0,579.0,order16
203,YTM-0218S,1,430.0,338.0,order117
204,YTM-0218S,1,442.5,323.0,order117
205,MNH-0215S,1,2251.0,356.0,order381
206,MNH-0215S,1,2101.0,762.0,order184
207,PKQL-0418S,1,2153.5,403.0,order30
208,PKQL-0418S,1,2062.5,419.0,order32
209,MNH-0218S,1,2248.0,38.0,order32
