item_id,item_material,item_num,item_length,item_width,item_order
0,QKQ-0218S,1,834.0,369.3,order409
1,QKQ-0218S,1,835.5,242.0,order1
2,QKQ-0218S,1,915.0,529.0,order66
3,QKQ-0218SD,1,545.0,108.0,order316
4,XMJQ-0218S,1,823.0,277.5,order322
5,QKQ-0218S,1,788.0,178.0,order1
6,NMYH-0215S,1,459.5,721.0,order293
7,QKQ-0218S,1,759.0,340.0,order237
8,QKQ-0218S,1,2098.0,530.0,order122
9,QKQ-0218S,1,769.0,184.5,order127
10,QKQ-0218S,1,218.0,226.0,order216
11,XMJQ-0215S,1,461.0,52.5,order322
12,QKQ-0215S,1,473.0,339.0,order354
13,QKQ-0215S,1,561.5,339.0,order313
14,NMYH-0218S,1,401.0,259.5,order310
15,QKQ-0218S,1,2324.0,526.0,order66
17,QKQ-0218SD,1,2078.0,58.0,order120
18,QKQ-0215S,1,714.0,132.5,order320
19,QKQ-0215S,1,725.0,439.0,order46
20,QKQ-0218S,1,851.0,374.0,order240
21,QKQ-0218S,1,425.0,377.0,order127
22,QKQ-0215S,1,515.0,172.5,order18
23,FMB-0215S,1,288.0,118.0,order410
24,QKQ-0218S,1,759.0,340.0,order237
25,QKQ-0218S,1,850.0,347.5,order311
26,QKQ-0218S,1,231.0,279.0,order409
27,NMYH-0218S,1,973.0,388.0,order354
28,QKQ-0218S,1,1108.0,58.0,order125
29,NMYH-0218S,1,498.0,559.5,order292
30,QKQ-0218S,1,2140.0,398.0,order116
31,YMH-0218SD,1,2434.5,445.0,order109
32,NMYH-0218S,1,578.0,280.0,order354
33,QKQ-0218S,1,767.0,579.0,order319
34,ZZL-0218S,1,411.0,114.0,order330
35,NMYH-0218S,1,451.0,310.0,order93
36,NMYH-0218S,1,313.0,58.0,order95
37,XMJQ-0218S,1,261.5,297.0,order18
38,XMJQ-0218S,1,562.0,508.0,order322
39,QKQ-0218S,1,1147.0,58.0,order120
40,QKQ-0218SD,1,1147.0,527.0,order120
41,QKQ-0218S,1,711.0,552.0,order304
42,QKQ-0218S,1,268.0,280.0,order409
43,QKQ-0218SD,1,395.0,447.0,order100
44,QKQ-0218S,1,1301.0,58.0,order121
45,QKQ-0218S,1,754.0,433.0,order1
46,QKQ-0215S,1,801.0,745.5,order409
47,QKQ-0218S,1,834.0,369.3,order409
48,QKQ-0218SD,1,1336.0,58.0,order127
49,QKQ-0215S,1,563.0,172.5,order215
50,NMYH-0218S,1,871.0,577.0,order109
51,NMYH-0218S,1,870.0,558.0,order108
52,NMYH-0218S,1,871.0,579.0,order108
53,QKQ-0218S,1,552.0,379.0,order374
54,QKQ-0218S,1,1048.0,380.0,order374
55,NMYH-0215S,1,2301.0,371.0,order57
56,NMYH-0218S,1,276.0,58.0,order89
57,JH-0215S,1,1212.0,962.0,order317
58,XMJQ-0215S,1,488.0,78.0,order322
59,QKQ-0218S,1,915.0,58.0,order66
60,YW10-0215S,1,198.0,897.0,order97
61,QKQ-0218S,1,493.5,424.0,order122
62,QKQ-0218S,1,309.0,218.5,order125
63,NMYH-0218S,1,721.0,58.0,order293
64,QKQ-0218S,1,1612.0,397.0,order261
65,NMYH-0218S,1,842.0,279.0,order310
66,QKQ-0218S,1,721.0,835.5,order1
67,QKQ-0218S,1,505.0,505.0,order322
68,NMYH-0218S,1,1998.0,580.0,order109
69,NMYH-0218S,1,402.0,279.0,order310
70,JH-0218S,1,298.0,280.0,order310
71,QKQ-0215S,1,388.0,78.0,order304
72,QKQ-0218S,1,862.0,573.0,order53
73,NMYH-0218S,1,389.5,429.0,order301
74,NMYH-0218S,1,1390.0,387.0,order354
75,NMYH-0218S,1,498.0,480.0,order292
76,QKQ-0218S,1,608.0,1048.0,order125
77,QKQ-0215S,1,288.0,158.0,order320
78,QKQ-0218S,1,1001.0,292.0,order43
79,QKQ-0218SD,1,599.0,58.0,order319
80,XXB-0215S,1,288.0,118.0,order181
81,NMYH-0218S,1,647.0,378.0,order309
82,QKQ-0218S,1,988.0,400.0,order40
83,PSH-0418S,1,944.0,381.5,order184
84,NMYH-0218S,1,801.5,375.0,order310
85,QKQ-0218S,1,706.0,359.5,order40
86,QKQ-0218S,1,2334.0,400.0,order353
87,QKQ-0218S,1,921.0,540.0,order303
88,QKQ-0218S,1,368.0,38.0,order407
89,XXB-0215S,1,338.0,118.0,order182
90,QKQ-0218S,1,431.0,358.0,order408
91,QKQ-0215S,1,2287.5,586.0,order216
92,QKQ-0215S,1,516.0,239.0,order18
93,QKQ-0218S,1,710.0,358.0,order261
94,NJHL-0218S,1,768.0,762.0,order304
95,QKQ-0218S,1,830.0,192.0,order66
96,NMYH-0218S,1,311.0,377.0,order310
97,QKQ-0218S,1,917.0,310.0,order318
98,QKQ-0218S,1,773.0,310.0,order318
99,QKQ-0215S,1,304.0,339.0,order125
100,QKQ-0218S,1,2348.0,38.0,order43
101,NMYH-0218S,1,739.0,360.0,order355
102,QKQ-0218SD,1,1904.0,477.0,order312
103,NMYH-0215S,1,158.0,666.0,order308
104,NMYH-0218S,1,2298.0,429.0,order405
105,NMYH-0218S,1,1612.0,426.0,order405
106,NMYH-0218S,1,442.0,58.0,order404
107,NMYH-0218S,1,841.0,259.5,order310
108,QKQ-0218S,1,1281.0,398.0,order116
109,NMYH-0218S,1,762.0,497.0,order291
110,JH-0218S,1,751.0,233.0,order120
111,QKQ-0215S,1,238.0,389.0,order125
112,QKQ-0218S,1,758.0,570.0,order1
113,NMYH-0218S,1,372.0,360.0,order57
114,QKQ-0218S,1,758.0,570.0,order1
115,NMYH-0225S,1,608.0,448.0,order95
116,QKQ-0218SD,1,1698.0,128.0,order312
117,QKQ-0218S,1,229.5,278.0,order264
118,QKQ-0218S,1,441.5,148.5,order121
119,QKQ-0218S,1,613.0,58.0,order99
120,QKQ-0215S,1,908.0,772.0,order353
121,QKQ-0215S,1,659.5,398.0,order40
122,QKQ-0215S,1,759.0,389.0,order66
123,QKQ-0218S,1,593.5,343.0,order356
124,QKQ-0215S,1,941.0,447.0,order304
125,CBZP-0218S,1,212.0,208.5,order318
126,QKQ-0218S,1,1518.0,380.0,order267
127,QKQ-0218S,1,636.0,351.0,order1
128,QKQ-0215S,1,488.0,158.0,order303
129,QKQ-0218S,1,880.0,297.5,order305
130,YGKQ-0418SD,1,2284.5,406.5,order405
131,PKQL-0418S,1,1025.0,394.0,order99
132,QKQ-0215S,1,413.0,132.5,order18
133,NMYH-0218S,1,821.0,479.0,order292
134,QKQ-0218SD,1,1718.0,58.0,order312
135,QKQ-0218S,1,705.0,310.0,order410
136,QKQ-0218S,1,952.0,468.5,order318
137,QKQ-0218S,1,848.0,48.0,order97
138,QKQ-0215S,1,385.5,289.0,order121
139,QKQ-0218S,1,1062.0,429.0,order305
140,QKQ-0218S,1,494.5,411.0,order122
141,NMYH-0218S,1,871.0,58.0,order109
142,QKQ-0218SD,1,2018.0,498.0,order312
143,QKQ-0218S,1,398.0,48.0,order40
144,084-0218S,1,366.0,48.0,order34
145,QKQ-0215S,1,306.0,52.5,order262
146,QKQ-0218S,1,1381.5,435.0,order240
147,QKQ-0215S,1,401.5,280.0,order374
148,QKQ-0215S,1,506.0,172.5,order18
149,QKQ-0218S,1,1485.0,279.0,order409
150,QKQ-0218S,1,949.0,538.0,order303
151,QKQ-0218S,1,951.0,380.0,order40
152,QKQ-0218S,1,728.0,380.0,order374
153,QKQ-0215S,1,941.0,447.0,order304
154,QKQ-0218S,1,762.0,276.5,order409
155,QKQ-0218S,1,410.0,378.0,order116
156,QKQ-0218S,1,707.0,379.0,order40
157,QKQ-0215S,1,338.0,118.0,order354
158,QKQ-0218S,1,705.0,310.0,order410
159,NMYH-0218S,1,666.0,279.0,order308
160,QKQ-0218S,1,1438.0,465.0,order322
161,QKQ-0215S,1,565.5,1002.0,order43
162,XMJQ-0215S,1,488.0,78.0,order322
163,NMYH-0218S,1,407.0,577.0,order302
164,084-0215S,1,488.0,198.0,order330
165,NMYH-0218S,1,2398.0,549.0,order404
166,LMW-0218S,1,1958.0,530.0,order191
167,QKQ-0218S,1,395.0,58.0,order100
168,QKQ-0215S,1,238.0,118.0,order264
169,PGBL-0418S,1,307.5,417.5,order367
170,QKQ-0218S,1,2098.0,530.0,order122
171,QKQ-0215S,1,473.0,339.0,order354
172,NMYH-0218S,1,197.0,363.0,order354
173,QKQ-0215S,1,566.0,489.0,order120
174,NMYH-0218S,1,791.0,310.0,order88
175,NMYH-0218S,1,791.0,310.0,order88
176,5-0218S,1,394.0,128.5,order263
177,QKQ-0215S,1,545.0,92.5,order264
178,LMW-0215S,1,400.0,749.0,order191
179,QKQ-0218S,1,862.0,554.0,order53
180,QKQ-0218S,1,388.0,553.0,order304
181,QKQ-0218S,1,480.0,378.0,order125
182,QKQ-0218S,1,1978.0,498.0,order304
183,QKQ-0218S,1,348.0,226.0,order216
184,QKQ-0218S,1,718.0,742.0,order40
185,NMYH-0218S,1,423.0,498.0,order291
186,XMJQ-0218SD,1,297.0,63.0,order322
187,MNH-0215S,1,307.7,339.0,order405
188,XXB-0218S,1,659.0,299.0,order95
190,NBSY-0215S,1,255.0,617.5,order313
191,QKQ-0215S,1,338.0,118.0,order354
192,NMYH-0218S,1,768.0,58.0,order90
193,QKQ-0215S,1,301.5,941.9,order312
