item_id,item_material,item_num,item_length,item_width,item_order
0,YW1-0218S,1,858.0,337.5,order539
1,YW1-0218S,1,425.5,192.0,order317
2,YW1-0218S,1,195.0,48.0,order317
3,YW1-0215S,1,302.0,480.0,order392
4,YW1-0215S,1,1022.0,330.0,order227
5,YW1-0218S,1,781.0,58.0,order515
6,YW1-0218S,1,1483.0,269.0,order38
7,YMH-0215S,1,405.0,92.5,order226
8,5-0218S,1,781.0,466.5,order222
9,YW1-0215S,1,498.0,971.0,order174
10,YMH-0218SD,1,1758.0,58.0,order371
11,YW1-0218S,1,379.0,526.0,order516
12,YW1-0215S,1,2101.0,427.5,order544
13,YW1-0218S,1,2260.0,377.0,order404
14,5-0218S,1,892.0,475.5,order71
15,YW1-0218S,1,361.0,298.0,order426
16,YW1-0218S,1,838.0,559.0,order130
17,YW1-0218S,1,463.0,560.0,order130
18,YW1-0218S,1,630.0,297.0,order120
19,5-0218S,1,494.5,447.5,order319
20,YW1-0218S,1,927.0,58.0,order225
21,YW1-0218S,1,451.0,161.0,order516
22,YW1-0218S,1,530.0,378.0,order228
23,YW1-0218S,1,482.0,58.0,order223
24,YW1-0218S,1,703.0,269.0,order38
25,YW1-0215S,1,803.0,449.0,order322
26,YW1-0218S,1,326.0,38.0,order226
27,YW1-0218S,1,699.0,327.0,order425
28,YW1-0218S,1,608.0,480.0,order192
29,YW1-0218S,1,498.0,560.0,order139
30,YW1-0218SD,1,971.0,557.0,order174
31,YW1-0218S,1,841.0,594.0,order34
32,YW1-0215S,1,629.0,132.5,order541
33,YW1-0218S,1,367.0,538.0,order516
34,YW1-0218S,1,2098.0,580.0,order427
35,YW1-0218SD,1,1803.0,58.0,order319
36,YW1-0218S,1,948.0,58.0,order36
37,YW1-0215S,1,2291.0,756.0,order514
39,YW1-0218S,1,548.0,268.0,order71
40,YW1-0218S,1,998.0,56.0,order222
41,YW1-0218S,1,898.0,38.0,order141
42,YW1-0218S,1,345.0,58.0,order470
43,YW1-0218S,1,2098.0,348.0,order469
44,YW1-0215S,1,338.0,118.0,order482
45,YW1-0215S,1,353.0,172.5,order36
46,YW1-0218S,1,1198.0,698.0,order141
47,YW1-0218S,1,2438.0,38.0,order543
48,YW1-0218S,1,642.0,294.0,order485
49,YW1-0218S,1,749.0,536.0,order542
50,YW1-0218S,1,462.0,58.0,order222
51,NJYH-0218S,1,798.0,38.0,order21
52,YW1-0218SD,1,494.5,479.0,order471
53,XXB-0215S,1,425.0,92.5,order424
54,YW1-0218S,1,425.0,655.0,order541
55,XXB-0218S,1,681.0,291.0,order140
56,YW1-0218S,1,482.0,326.0,order223
57,YW1-0218S,1,731.5,224.1,order38
58,YW1-0218S,1,914.0,38.0,order222
59,CBZP-0218S,1,231.0,227.5,order226
60,YW1-0218S,1,970.0,536.0,order174
61,YW1-0218S,1,504.0,58.0,order225
62,YW1-0218S,1,533.0,530.0,order350
63,YW1-0218S,1,410.0,378.0,order481
64,YW1-0218S,1,771.0,58.0,order424
65,YW1-0218S,1,2182.0,58.0,order539
66,YW1-0218S,1,302.0,376.0,order392
67,YW1-0218S,1,341.0,298.0,order386
68,YW1-0218S,1,835.0,278.0,order512
69,YW1-0218S,1,338.0,327.0,order425
70,YW1-0218SD,1,768.0,148.0,order395
72,YW1-0218S,1,2198.0,388.0,order544
73,YW1-0215S,1,2244.0,504.0,order225
74,YW1-0218S,1,2134.0,441.5,order190
75,YW1-0215S,1,2051.0,771.0,order424
76,YW1-0218S,1,880.0,398.0,order141
77,YW1-0218S,1,447.0,404.0,order483
78,YW1-0218S,1,292.0,485.0,order131
79,QKQ-0218S,1,1884.0,428.5,order130
80,YW1-0218S,1,867.0,557.0,order319
81,YW1-0218SD,1,2008.0,58.0,order138
82,YW1-0218S,1,811.0,329.5,order127
83,YW1-0218S,1,2388.0,298.0,order515
84,YW1-0225S,1,398.0,88.0,order140
85,YW1-0218S,1,608.0,480.0,order192
86,YW1-0218S,1,1715.5,559.0,order139
87,YW1-0215S,1,2001.0,821.0,order387
88,YW1-0215S,1,148.0,412.0,order39
89,YW1-0218S,1,787.0,526.0,order516
90,YW1-0215S,1,488.0,198.0,order36
91,NJYH-0218S,1,798.0,38.0,order21
92,YW1-0218S,1,778.0,379.0,order482
93,YW1-0218S,1,810.0,58.0,order127
94,NJYH-0215S,1,438.0,118.0,order427
95,YW1-0215S,1,656.0,642.0,order485
96,YW1-0215S,1,592.0,132.5,order542
97,YW1-0215S,1,2029.0,812.0,order37
98,YW1-0218S,1,380.0,678.0,order140
99,YW1-0218S,1,369.0,432.0,order544
