item_id,item_material,item_num,item_length,item_width,item_order
35554,YSH-0218SD,1,821,579,order284
35555,YSH-0218S,1,821,560,order284
35556,YSH-0219SD,1,414,178,order591
35557,YSH-0219S,1,972,579,order218
35558,YSH-0220SD,1,1113,538,order176
35559,YSH-0220S,1,766,48,order218
35560,YSH-0221SD,1,1441.5,881,order175
35561,YSH-0221S,1,890,38,order283
35562,YSH-0222SD,1,798,321,order273
35563,YSH-0222S,1,1312,598,order523
35564,YSH-0223SD,1,338,118,order545
35565,YSH-0223S,1,1319.5,48,order224
35566,YSH-0224SD,1,438,158,order293
35567,YSH-0224S,1,304,389,order251
35568,YSH-0225SD,1,494,549,order180
35569,YSH-0225S,1,302,58,order572
35570,YSH-0226SD,1,324,358,order181
35571,YSH-0226S,1,860,235,order175
35572,YSH-0227SD,1,391,470,order275
35573,YSH-0227S,1,2048,380,order179
35574,YSH-0228SD,1,1548,432,order190
35575,YSH-0228S,1,381,58,order47
35576,YSH-0229SD,1,438,118,order265
35577,YSH-0229S,1,398,58,order335
35578,YSH-0230SD,1,811,537,order332
35579,YSH-0230S,1,981,58,order48
35580,YSH-0231SD,1,2395,598,order46
35581,YSH-0231S,1,587,214.5,order239
35582,YSH-0232SD,1,580,528,order331
35583,YSH-0232S,1,515,453,order331
35584,YSH-0233SD,1,488,118,order44
35585,YSH-0233S,1,1223,327,order438
35586,YSH-0234SD,1,506.5,295,order569
35587,YSH-0234S,1,1122,387,order98
35588,YSH-0235SD,1,178,342,order45
35589,YSH-0235S,1,984,343.5,order40
35590,YSH-0236SD,1,480,367.5,order338
35591,YSH-0236S,1,909.5,308,order263
35592,YSH-0237SD,1,610,811,order262
35593,YSH-0237S,1,1488,558,order591
35594,YSH-0238SD,1,403,132.5,order188
35595,YSH-0238S,1,495,468,order265
35597,YSH-0239SD,1,750,148,order279
35598,YSH-0239S,1,1955,498.5,order176
35599,YSH-0240SD,1,463.5,52.5,order218
35600,YSH-0240S,1,2001,438,order183
35601,YSH-0241SD,1,1060,58,order333
35602,YSH-0241S,1,426,58,order128
35603,YSH-0242SD,1,2038,38,order419
35605,YSH-0242S,1,978,380,order438
35606,YSH-0243SD,1,1252,58,order568
35607,YSH-0243S,1,821,58,order284
35608,YSH-0244SD,1,421,510,order331
35609,YSH-0244S,1,791,575,order47
35610,YSH-0245SD,1,860,58,order189
35611,YSH-0245S,1,368,38,order177
35612,YSH-0246SD,1,1027.5,530,order356
35613,YSH-0246S,1,430,821,order291
35614,YSH-0247SD,1,429.5,845,order354
35615,YSH-0247S,1,2361,435,order293
35616,YSH-0248SD,1,822,257,order568
35617,YSH-0248S,1,1252,58,order592
35618,YSH-0249SD,1,675,348.5,order181
35619,YSH-0249S,1,348,298,order521
35620,YSH-0250SD,1,804,439,order189
35621,YSH-0250S,1,502,286,order47
35622,YSH-0251SD,1,888,58,order192
35623,YSH-0251S,1,2021,741,order264
35624,YSH-0252SD,1,872,556,order294
