item_id,item_material,item_num,item_length,item_width,item_order
0,YW10-0218S,1,2001,58,order205
1,YW10-0218S,1,1339,352.5,order219
2,YW10-0218S,1,2147,517,order517
3,YW10-0218S,1,1179.5,702,order517
4,YW10-0218S,1,1998,558,order450
5,YW10-0218S,1,170,568,order237
6,YW10-0218S,1,769,358,order466
7,YW10-0218S,1,343,92.5,order312
8,YW10-0218S,1,2348,630,order303
9,YW10-0218S,1,2348,558,order565
10,YW10-0218S,1,1568,368,order174
11,YW10-0218S,1,878,478,order66
12,YW10-0218S,1,925,38,order319
13,YW10-0218S,1,2161,58,order86
14,YW10-0218S,1,461,373,order287
15,YW10-0218S,1,245,439,order485
16,YW10-0218S,1,942,392,order287
17,YW10-0218S,1,1320.5,400,order58
18,YW10-0218S,1,508,289,order475
19,YW10-0218S,1,2078,98,order203
20,YW10-0218S,1,1625,377,order268
21,YW10-0218S,1,753,172.5,order518
22,YW10-0218S,1,344,530,order219
23,YW10-0218S,1,338,198,order482
24,YW10-0218S,1,735,558,order312
25,YW10-0218S,1,2398,299,order86
26,YW10-0218S,1,418,458,order66
27,YW10-0218S,1,2182,579,order84
28,YW10-0218S,1,709,369,order237
29,YW10-0218S,1,261.5,907.5,order206
30,YW10-0218S,1,1517.5,258,order312
31,YW10-0218S,1,503,172.5,order565
32,YW10-0218S,1,363,92.5,order204
33,YW10-0218S,1,470,264,order237
34,YW10-0218S,1,531,387.5,order200
35,YW10-0218S,1,507,415,order312
36,YW10-0218S,1,1198,370,order237
37,YW10-0218S,1,1964,395,order91
38,YW10-0218S,1,448,550,order574
39,YW10-0218S,1,713,132.5,order4
40,YW10-0218S,1,488,158,order497
41,YW10-0218S,1,2198,198,order237
42,YW10-0218S,1,754,387.5,order174
43,YW10-0218S,1,460,377,order323
44,YW10-0218S,1,593,225,order565
45,YW10-0218S,1,438,158,order58
46,YW10-0218S,1,480,771,order91
47,YW10-0218S,1,148,548,order561
48,YW10-0218S,1,2353,38,order561
49,YW10-0218S,1,1159,548,order561
50,YW10-0218S,1,2048,118,order469
51,YW10-0218S,1,717,644,order155
52,YW10-0218S,1,662.5,558,order204
53,YW10-0218S,1,270,258,order312
54,YW10-0218S,1,338,198,order482
55,YW10-0218S,1,294.5,666,order316
56,YW10-0218S,1,882,447,order468
57,YW10-0218S,1,2114,441.5,order236
58,YW10-0218S,1,338,118,order466
59,YW10-0218S,1,1128,348,order470
60,YW10-0218S,1,712,327,order496
61,YW10-0218S,1,2367,218,order235
62,YW10-0218S,1,701,260,order517
63,YW10-0218S,1,540,427,order83
64,YW10-0218S,1,334.5,544,order220
65,YW10-0218S,1,880,328,order382
66,YW10-0218S,1,1755,337,order154
67,YW10-0218S,1,338,158,order323
68,YW10-0218S,1,880,328,order563
69,YW10-0218S,1,1981,1063,order202
70,YW10-0218S,1,395,560,order236
71,YW10-0218S,1,1462,138,order233
72,YW10-0218S,1,998,866,order59
73,YW10-0218S,1,2388,98,order303
74,YW10-0218S,1,840,555,order237
75,YW10-0218S,1,673,58,order61
76,YW10-0218S,1,898,153,order159
77,YW10-0218S,1,2273,576,order485
78,YW10-0218S,1,762,237,order563
79,YW10-0218S,1,530,578,order346
80,YW10-0218S,1,748.5,540,order201
81,YW10-0218S,1,282,214.5,order519
82,YW10-0218S,1,1024,495,order316
83,YW10-0218S,1,288,158,order158
85,YW10-0218S,1,443,226.5,order250
86,YW10-0218S,1,1350.5,430,order561
87,YW10-0218S,1,177,197.5,order472
88,YW10-0218S,1,448,58,order469
89,YW10-0218S,1,761,555,order567
90,YW10-0218S,1,478,278,order232
92,YW10-0218S,1,668,299,order86
93,YW10-0218S,1,1165,571,order269
94,YW10-0218S,1,1121,930,order217
95,YW10-0218S,1,711,558,order84
96,YW10-0218S,1,1162,327,order418
97,YW10-0218S,1,881,428,order468
98,YW10-0218S,1,1462,58,order233
99,YW10-0218S,1,2101,329,order520
100,YW10-0218S,1,674,317,order219
101,YW10-0218S,1,1998,530,order219
102,YW10-0218S,1,1998,530,order219
103,YW10-0218S,1,255.5,419.8,order237
104,YW10-0218S,1,643,277,order232
105,YW10-0218S,1,517,367,order237
106,YW10-0218S,1,935.5,369,order231
107,YW10-0218S,1,793,446.5,order424
108,YW10-0218S,1,898,367,order174
109,YW10-0218S,1,393,309,order520
111,YW10-0218S,1,278,38,order235
112,YW10-0218S,1,538.5,660,order517
113,YW10-0218S,1,2398,328,order566
114,YW10-0218S,1,1797,347,order497
115,YW10-0218S,1,2388,558,order567
116,YW10-0218S,1,1480,517,order204
117,YW10-0218S,1,1235.5,282,order519
118,YW10-0218S,1,338,78,order517
119,YW10-0218S,1,1625,58,order268
120,YW10-0218S,1,498.5,560,order156
