item_id,item_material,item_num,item_length,item_width,item_order
30204,ZQB-0218S,1,2053,480,order211
30205,ZQB-0218S,1,818,438,order211
30206,ZQB-0218S,1,823.5,295,order577
30207,ZQB-0218S,1,593,387,order36
30208,ZQB-0218S,1,819,356,order313
30209,ZQB-0218S,1,712,557,order164
30210,ZQB-0218S,1,866,558,order492
30211,ZQB-0218S,1,562,329,order503
30213,ZQB-0218S,1,761,577,order459
30214,ZQB-0218S,1,488,238,order142
30215,ZQB-0218S,1,2034,410,order461
30216,ZQB-0218S,1,387,58,order389
30217,ZQB-0218S,1,949,575,order581
30218,ZQB-0218S,1,1208,38,order304
30219,ZQB-0218S,1,2048,578,order153
30220,ZQB-0218S,1,178,460,order211
30221,ZQB-0218S,1,2303,578,order150
30222,ZQB-0218S,1,860,38,order594
30223,ZQB-0218S,1,662,429,order508
30224,ZQB-0218S,1,963,598,order495
30225,ZQB-0218S,1,495,387,order540
30226,ZQB-0218S,1,410,58,order55
30227,ZQB-0218S,1,443,58,order528
30228,ZQB-0218S,1,1913,38,order117
30229,ZQB-0218S,1,562,329,order503
30230,ZQB-0218S,1,519,478,order582
30231,ZQB-0218S,1,223,338,order223
30232,ZQB-0218S,1,495,410,order461
30233,ZQB-0218S,1,2123,580,order540
30234,ZQB-0218S,1,410,58,order55
30235,ZQB-0218S,1,1647,579,order540
30236,ZQB-0218S,1,488,238,order495
30237,ZQB-0218S,1,412,358,order142
30238,ZQB-0218S,1,998,498,order261
30239,ZQB-0218S,1,393,132.5,order142
30240,ZQB-0218S,1,963,330,order495
30241,ZQB-0218S,1,338,158,order93
30242,ZQB-0218S,1,648,598,order198
30243,ZQB-0218S,1,2120,58,order539
30244,ZQB-0218S,1,215,449,order216
30245,ZQB-0218S,1,538,92.5,order73
30246,ZQB-0218S,1,288,198,order36
30247,ZQB-0218S,1,637,509,order305
30248,ZQB-0218S,1,514,217.5,order223
30249,ZQB-0218S,1,288,158,order223
30250,ZQB-0218S,1,402,58,order460
30251,ZQB-0218S,1,361,1136,order271
30252,ZQB-0218S,1,463,48,order32
30253,ZQB-0218S,1,763,577,order459
30254,ZQB-0218S,1,710,555,order164
30255,ZQB-0218S,1,926,562,order495
30256,ZQB-0218S,1,511,560,order499
30257,ZQB-0218S,1,719,308,order529
30258,ZQB-0218S,1,2398,88,order460
30259,ZQB-0218S,1,514,548,order305
30260,ZQB-0218S,1,447,444,order538
30261,ZQB-0218S,1,892,58,order538
30262,ZQB-0218S,1,290,92.5,order534
30263,ZQB-0218S,1,331,207.5,order73
30264,ZQB-0218S,1,405,289,order535
30265,ZQB-0218S,1,486,275.3,order527
30266,ZQB-0218S,1,291,132.5,order508
30267,ZQB-0218S,1,353,437,order509
30268,ZQB-0218S,1,2378,560,order151
30269,ZQB-0218S,1,397.5,148,order165
30270,ZQB-0218S,1,585,547,order149
30271,ZQB-0218S,1,1032,58,order536
30272,ZQB-0218S,1,537,179,order142
30273,ZQB-0218S,1,858,380,order379
30274,ZQB-0218S,1,438,238,order72
30275,ZQB-0218S,1,388,439,order393
30276,ZQB-0218S,1,1460,58,order529
30277,ZQB-0218S,1,612,197,order111
30278,ZQB-0218S,1,1162,557,order123
30279,ZQB-0218S,1,1273,428,order369
30280,ZQB-0218S,1,554,138,order123
30281,ZQB-0218S,1,509.5,489,order199
30282,ZQB-0218S,1,819,58,order313
30283,ZQB-0218S,1,1151,329,order56
30284,ZQB-0218S,1,238,158,order487
30285,ZQB-0218S,1,780,528,order531
30286,ZQB-0218S,1,658,369,order164
30288,ZQB-0218S,1,732,538,order150
30289,ZQB-0218S,1,651,193,order151
30290,ZQB-0218S,1,810,525,order371
30291,ZQB-0218S,1,807,218,order538
30293,ZQB-0218S,1,443,176,order55
30294,ZQB-0218S,1,863,38,order209
30295,ZQB-0218S,1,934,486.5,order165
30296,ZQB-0218S,1,2094,378,order142
30297,ZQB-0218S,1,320,52.5,order17
30298,ZQB-0218S,1,320,378,order126
30299,ZQB-0218S,1,1172,548,order304
30300,ZQB-0218S,1,1051,482,order72
30301,ZQB-0218S,1,412,540,order149
30302,ZQB-0218S,1,1222,575,order270
30303,ZQB-0218S,1,621,188,order152
30304,ZQB-0218S,1,781,259.5,order509
30305,ZQB-0218S,1,2188,38,order499
30306,ZQB-0218S,1,2015.5,395,order153
30307,ZQB-0218S,1,1668,247,order495
