item_id,item_material,item_num,item_length,item_width,item_order
4383,FMB-0215S,1,301.5,723,order57
4384,FMB-0215S,1,479.5,379,order562
4385,FMB-0215S,1,981,398,order227
4386,FMB-0215S,1,548,58,order130
4387,FMB-0215S,1,1598,58,order130
4388,FMB-0215S,1,284.5,277,order342
4389,FMB-0215S,1,598,84,order500
4390,FMB-0215S,1,422,359,order340
4391,FMB-0215S,1,590,289,order435
4392,FMB-0215S,1,479.5,926,order436
4393,FMB-0215S,1,2051,297,order442
4394,FMB-0215S,1,155,508,order344
4395,FMB-0215S,1,815,414,order110
4396,FMB-0215S,1,770,558,order107
4397,FMB-0215S,1,448.5,878,order120
4398,FMB-0215S,1,876,377,order488
4399,FMB-0215S,1,178,299,order116
4400,FMB-0215S,1,1553,580,order306
4401,FMB-0215S,1,369,38,order12
4402,FMB-0215S,1,369,58,order229
4403,FMB-0215S,1,692,309,order137
4404,FMB-0215S,1,754,363,order166
4405,FMB-0215S,1,584,504,order363
4406,FMB-0215S,1,317.5,425,order386
4407,FMB-0215S,1,802,327,order386
4408,FMB-0215S,1,2318,58,order385
4409,FMB-0215S,1,238,118,order444
4410,FMB-0215S,1,629,306,order108
4411,FMB-0215S,1,281,214,order510
4412,FMB-0215S,1,711.5,52.5,order500
4413,FMB-0215S,1,608,560,order500
4414,FMB-0215S,1,462,379,order493
4415,FMB-0215S,1,1040,368,order88
4417,FMB-0215S,1,2322,1050,order306
4418,FMB-0215S,1,445,432,order306
4419,FMB-0215S,1,861,300,order12
4420,FMB-0215S,1,928,58,order229
4421,FMB-0215S,1,715,429,order130
4422,FMB-0215S,1,488,78,order42
4424,FMB-0215S,1,1898,348,order514
4425,FMB-0215S,1,1510,38,order512
4426,FMB-0215S,1,498,791,order391
4427,FMB-0215S,1,495,377,order391
4428,FMB-0215S,1,348,562,order378
4429,FMB-0215S,1,965.5,433,order434
4430,FMB-0215S,1,908,58,order137
4431,FMB-0215S,1,744,214,order137
4432,FMB-0215S,1,238,78,order108
4433,FMB-0215S,1,370,121.5,order483
4434,FMB-0215S,1,695,204,order578
4435,FMB-0215S,1,931,58,order504
4436,FMB-0215S,1,112,98,order242
4437,FMB-0215S,1,2163,330,order246
4438,FMB-0215S,1,373,408,order307
4439,FMB-0215S,1,294.5,816,order307
4440,FMB-0215S,1,397,388,order307
4441,FMB-0215S,1,630,378,order227
4442,FMB-0215S,1,348,78,order436
4443,FMB-0215S,1,2286,422,order400
4444,FMB-0215S,1,472,394,order107
4445,FMB-0215S,1,1538,38,order493
4446,FMB-0215S,1,361,48,order290
4447,FMB-0215S,1,871,58,order386
4448,FMB-0215S,1,801,308,order386
4449,FMB-0215S,1,978,380,order378
4450,FMB-0215S,1,715,58,order130
4451,FMB-0215S,1,426.5,52.5,order130
4452,FMB-0215S,1,488,78,order130
4453,FMB-0215S,1,616,38,order362
4454,FMB-0215S,1,598,702,order344
