50
1300
3
129.23	-262.88	2.95	
239.43	-129.48	3.35	
-172.10	252.04	5.10	
-57.21	-217.18	4.70	
66.53	156.11	4.79	
-55.32	76.41	4.65	
-135.92	-80.59	2.09	
117.35	234.66	3.99	
102.51	229.02	4.47	
223.43	-320.54	3.81	
235.89	-33.28	2.67	
54.80	352.52	4.28	
-47.29	-25.01	4.20	
-241.44	-9.55	3.56	
-171.12	337.98	3.44	
-174.07	73.62	4.43	
253.47	-258.71	4.03	
240.47	-148.97	3.66	
28.48	-116.64	4.24	
278.33	-87.90	4.77	
-361.21	11.56	2.97	
287.25	185.20	3.15	
277.61	-353.48	3.37	
320.43	371.53	5.15	
-294.92	-359.23	3.30	
-244.74	324.51	2.52	
-49.45	90.56	2.62	
-401.36	-337.44	2.55	
289.97	374.96	3.34	
116.02	371.27	4.62	
21.65	213.89	4.75	
-128.26	-109.28	4.35	
-307.73	-98.95	3.01	
-40.85	383.08	4.25	
-312.01	-378.99	4.12	
51.54	269.43	5.06	
-323.61	-398.94	3.69	
396.82	-401.62	2.28	
174.00	-107.10	2.71	
91.77	301.79	5.09	
-122.10	147.53	2.76	
310.23	-242.14	4.11	
276.91	-327.04	3.15	
299.84	121.66	5.37	
189.05	94.86	4.50	
136.27	110.46	2.56	
95.81	22.11	5.16	
113.26	-373.71	5.36	
313.27	325.39	3.55	
-98.27	307.32	5.31	
0.00000251387101	0.00000192134521	0.00000167801520	0.00000256828150	0.00000095330182	0.00000155885899	0.00000227386827	0.00000056613322	0.00000063058884	0.00000273087754	0.00000151226790	0.00000070177259	0.00000185421280	0.00000240188964	0.00000165065125	0.00000196917875	0.00000247287289	0.00000200367231	0.00000202893963	0.00000176244527	0.00000278750273	0.00000065770332	0.00000288161143	0.00000048756407	0.00000361835715	0.00000196115772	0.00000150204114	0.00000383718279	0.00000038215549	0.00000047601579	0.00000095202095	0.00000234723850	0.00000285665650	0.00000112674223	0.00000372744246	0.00000074098376	0.00000382627314	0.00000316646353	0.00000183323552	0.00000054135997	0.00000162068983	0.00000242966995	0.00000277047949	0.00000092382740	0.00000097445731	0.00000096338284	0.00000137733114	0.00000298789938	0.00000041125318	0.00000134229925	
0.00000075659275	0.00000138510758	0.00000234442563	0.00000029783370	0.00000193707255	0.00000153985026	0.00000094988309	0.00000231624074	0.00000227497659	0.00000115761734	0.00000161081374	0.00000274400521	0.00000110849163	0.00000143597172	0.00000269863375	0.00000162044128	0.00000128173504	0.00000135187844	0.00000078695685	0.00000161653188	0.00000183710419	0.00000245298549	0.00000140647788	0.00000319484084	0.00000109943434	0.00000272460961	0.00000159762146	0.00000152017485	0.00000314846842	0.00000287507453	0.00000214026275	0.00000082623553	0.00000136357779	0.00000283838831	0.00000119333888	0.00000239489208	0.00000126933716	0.00000194828845	0.00000120647690	0.00000256249682	0.00000186889699	0.00000152970240	0.00000138667434	0.00000227036443	0.00000190286915	0.00000185314895	0.00000144036626	0.00000077540636	0.00000301104193	0.00000252667787	
0.00000262438175	0.00000275419768	0.00000101758779	0.00000190151237	0.00000183935312	0.00000132029999	0.00000126150908	0.00000211136068	0.00000204698987	0.00000309006404	0.00000261963957	0.00000205814925	0.00000146253117	0.00000072622277	0.00000127037313	0.00000082429347	0.00000305045827	0.00000278926121	0.00000192293832	0.00000285319424	0.00000041485454	0.00000278344740	0.00000335800979	0.00000311189365	0.00000201026929	0.00000104500658	0.00000133894771	0.00000190193406	0.00000299802193	0.00000232293411	0.00000169903452	0.00000136615486	0.00000091696760	0.00000179949094	0.00000208550087	0.00000189188110	0.00000216375738	0.00000389025050	0.00000246258192	0.00000210152727	0.00000104236011	0.00000322766350	0.00000329052202	0.00000281983583	0.00000234931271	0.00000212537877	0.00000198763460	0.00000288248551	0.00000301917083	0.00000140760717	
0.00000169663123	0.00000179555229	0.00000101028958	0.00000107493291	0.00000112720207	0.00000051097187	0.00000041687351	0.00000149630881	0.00000143208013	0.00000215632977	0.00000168414425	0.00000169360029	0.00000049916227	0.00000036914702	0.00000137365632	0.00000026079364	0.00000209811486	0.00000182974372	0.00000096904753	0.00000190111771	0.00000086464853	0.00000202427965	0.00000241960899	0.00000253122278	0.00000169161171	0.00000136495515	0.00000056260785	0.00000181771852	0.00000243811558	0.00000190748550	0.00000113975026	0.00000054331110	0.00000079925127	0.00000164075458	0.00000179483036	0.00000140091759	0.00000189113493	0.00000294362486	0.00000150195335	0.00000161548601	0.00000058479489	0.00000226784213	0.00000234568023	0.00000199647767	0.00000151074706	0.00000131533869	0.00000107819602	0.00000201238711	0.00000239694487	0.00000126863264	
0.00000253937540	0.00000199025509	0.00000148287509	0.00000252620465	0.00000086976668	0.00000144671925	0.00000218084455	0.00000047448538	0.00000052382350	0.00000278860720	0.00000158535964	0.00000048395085	0.00000177451894	0.00000226541814	0.00000143769569	0.00000182160562	0.00000254260774	0.00000207209552	0.00000200204808	0.00000185129759	0.00000262756486	0.00000081170058	0.00000295353064	0.00000067169993	0.00000353472275	0.00000174898126	0.00000138331479	0.00000373149412	0.00000054959832	0.00000026969541	0.00000080254049	0.00000225977970	0.00000272635398	0.00000090925328	0.00000364448472	0.00000056480155	0.00000374271840	0.00000326881926	0.00000187090720	0.00000035107388	0.00000146139485	0.00000251893571	0.00000284224117	0.00000106354375	0.00000102103936	0.00000095919236	0.00000135750955	0.00000301083050	0.00000062105842	0.00000113405775	
0.00000112557347	0.00000126150467	0.00000145559722	0.00000062880712	0.00000108038583	0.00000061969086	0.00000036366722	0.00000147576196	0.00000142520619	0.00000158163141	0.00000122897769	0.00000184631913	0.00000018901566	0.00000084569116	0.00000180054849	0.00000080036048	0.00000152468032	0.00000128395272	0.00000039439590	0.00000140174207	0.00000136090537	0.00000179640185	0.00000184740878	0.00000244553385	0.00000160882135	0.00000186134491	0.00000067768176	0.00000187151500	0.00000237813153	0.00000199933181	0.00000124299228	0.00000036924898	0.00000109566362	0.00000191981216	0.00000171975581	0.00000150191063	0.00000181558819	0.00000236944960	0.00000097081104	0.00000168699417	0.00000096699819	0.00000170167764	0.00000177265721	0.00000169699940	0.00000123626102	0.00000110246530	0.00000073599269	0.00000146911873	0.00000228134720	0.00000161150703	
0.00000172887070	0.00000228360080	0.00000230010526	0.00000097341453	0.00000235672544	0.00000178018643	0.00000103646647	0.00000275023925	0.00000269293839	0.00000213373948	0.00000241837430	0.00000302880733	0.00000145928561	0.00000115789649	0.00000266066681	0.00000156317602	0.00000225632245	0.00000226654116	0.00000147205199	0.00000249475145	0.00000128476667	0.00000310394776	0.00000237878265	0.00000374942719	0.00000034645656	0.00000256848910	0.00000184536321	0.00000058094390	0.00000367470931	0.00000322611512	0.00000245027592	0.00000096299393	0.00000077739824	0.00000298614803	0.00000044722383	0.00000271796805	0.00000054297024	0.00000290830219	0.00000205228840	0.00000292161985	0.00000193061399	0.00000250124635	0.00000236363142	0.00000298392318	0.00000253803439	0.00000241304715	0.00000203792742	0.00000170821064	0.00000358932288	0.00000260440227	
0.00000111952862	0.00000055366879	0.00000286139348	0.00000182511962	0.00000182831475	0.00000204220875	0.00000216064370	0.00000195389208	0.00000197078884	0.00000094574133	0.00000075301662	0.00000251747564	0.00000184359169	0.00000265649329	0.00000309035470	0.00000249006561	0.00000066657234	0.00000054392117	0.00000144833128	0.00000046963404	0.00000317079972	0.00000147008378	0.00000094019441	0.00000222937719	0.00000294884100	0.00000329168553	0.00000204679533	0.00000335862115	0.00000226009145	0.00000246493282	0.00000213696124	0.00000211491925	0.00000287571528	0.00000285629118	0.00000304307011	0.00000223518463	0.00000311586375	0.00000106963348	0.00000084503046	0.00000225326700	0.00000243509293	0.00000045693072	0.00000083916759	0.00000119771882	0.00000129409563	0.00000148633687	0.00000137194220	0.00000143358356	0.00000203688622	0.00000277547819	
0.00000322707510	0.00000311345481	0.00000073410825	0.00000266931630	0.00000180797255	0.00000161005059	0.00000200934624	0.00000187878888	0.00000182294106	0.00000366269105	0.00000284471485	0.00000153449956	0.00000197364317	0.00000159583004	0.00000058463030	0.00000134397367	0.00000354296571	0.00000317304066	0.00000247428250	0.00000312632485	0.00000150163937	0.00000262831099	0.00000391384006	0.00000266239461	0.00000305517688	0.00000030666022	0.00000158466690	0.00000298864061	0.00000253217821	0.00000179601871	0.00000152570899	0.00000213502007	0.00000195176560	0.00000113168787	0.00000313955584	0.00000157016949	0.00000322558332	0.00000440105003	0.00000284756243	0.00000170917223	0.00000119612474	0.00000366038271	0.00000382560532	0.00000276677811	0.00000238821937	0.00000216025381	0.00000223319267	0.00000358802707	0.00000263324183	0.00000091335896	
0.00000144081232	0.00000185577297	0.00000178542289	0.00000062842530	0.00000177012265	0.00000119769638	0.00000044861849	0.00000216273118	0.00000210813466	0.00000189675185	0.00000191875078	0.00000245102797	0.00000087669095	0.00000069733444	0.00000214942477	0.00000102856946	0.00000194776754	0.00000185423869	0.00000097727379	0.00000204153335	0.00000103383387	0.00000253790903	0.00000216075771	0.00000316864930	0.00000091551707	0.00000209976522	0.00000126072864	0.00000113167940	0.00000309061362	0.00000264083105	0.00000186419977	0.00000038018499	0.00000055801545	0.00000242625120	0.00000102459604	0.00000213178608	0.00000112063945	0.00000270539612	0.00000159302395	0.00000233592679	0.00000137453459	0.00000217274484	0.00000211709506	0.00000243749753	0.00000197720506	0.00000183848895	0.00000147673737	0.00000157857835	0.00000300664644	0.00000205921479	
