30
1100
3
-493.82	-66.15	2.61	
-193.21	-200.18	2.26	
-59.26	468.34	4.80	
-416.34	-245.97	3.30	
-150.53	-356.61	3.84	
-9.73	-104.72	4.57	
294.20	-527.40	2.47	
472.24	487.87	4.22	
556.30	-391.41	2.78	
-338.98	176.12	2.27	
340.32	-135.24	2.49	
106.60	-503.15	4.97	
1.20	-100.39	3.48	
244.90	-368.33	2.62	
160.48	-306.41	2.07	
-520.24	-448.08	4.73	
-224.55	72.63	2.41	
-64.61	-86.93	2.56	
216.38	-402.26	4.68	
-186.07	-132.54	2.54	
470.91	-248.09	2.54	
17.52	-5.82	4.48	
-508.82	-147.39	3.94	
-325.51	-457.02	3.45	
-180.38	39.33	2.48	
-48.95	355.09	4.51	
511.21	-142.02	3.43	
-2.31	-263.71	4.03	
496.77	-170.21	2.75	
332.42	-488.45	3.48	
0.00000448551487	0.00000378738161	0.00000178044129	0.00000469960588	0.00000429307026	0.00000288880343	0.00000452070664	0.00000093433867	0.00000405463353	0.00000329877172	0.00000261982164	0.00000450128322	0.00000284475536	0.00000375603375	0.00000351417623	0.00000574686151	0.00000301503162	0.00000296894903	0.00000393235833	0.00000351675723	0.00000326929034	0.00000241518924	0.00000475842177	0.00000516834850	0.00000292861970	0.00000171733481	0.00000283859862	0.00000355756697	0.00000294234167	0.00000433426549	
0.00000348441444	0.00000340076236	0.00000015550296	0.00000399886856	0.00000410851564	0.00000284479069	0.00000514214710	0.00000244130189	0.00000510508170	0.00000210840672	0.00000348951172	0.00000482604532	0.00000282438623	0.00000433331006	0.00000393272647	0.00000510211811	0.00000219462192	0.00000276056791	0.00000445351973	0.00000307238100	0.00000429601859	0.00000237157517	0.00000383641694	0.00000477629261	0.00000226478771	0.00000061435879	0.00000400571992	0.00000361719426	0.00000406562198	0.00000502462506	
0.00000051998380	0.00000110030177	0.00000314537834	0.00000078255329	0.00000175015540	0.00000184792424	0.00000395273510	0.00000503814912	0.00000483065232	0.00000130590197	0.00000355790206	0.00000314755243	0.00000190192776	0.00000337313925	0.00000287838560	0.00000186454555	0.00000112080937	0.00000158062444	0.00000331998979	0.00000101209070	0.00000425423744	0.00000202060465	0.00000065125764	0.00000182504476	0.00000119150809	0.00000271639842	0.00000438663751	0.00000206744320	0.00000432875266	0.00000401577548	
0.00000195952906	0.00000037114365	0.00000330698932	0.00000146420071	0.00000073653888	0.00000073159618	0.00000253182331	0.00000444123297	0.00000339454183	0.00000216343999	0.00000225732142	0.00000179768904	0.00000078340114	0.00000192733405	0.00000143438100	0.00000227793633	0.00000146852007	0.00000064941169	0.00000187642735	0.00000050003668	0.00000287019740	0.00000118906010	0.00000192864717	0.00000157288642	0.00000124889927	0.00000276582519	0.00000307531199	0.00000062279192	0.00000299370151	0.00000257551410	
0.00000281527665	0.00000141869631	0.00000288857753	0.00000252271765	0.00000166020728	0.00000045471406	0.00000228465989	0.00000345989937	0.00000268269797	0.00000247701297	0.00000125871590	0.00000192529901	0.00000040209734	0.00000149144875	0.00000103665759	0.00000337151073	0.00000173872986	0.00000072864904	0.00000157245239	0.00000131878992	0.00000200340943	0.00000059212704	0.00000288883261	0.00000261656145	0.00000146956502	0.00000234272501	0.00000208773043	0.00000086472690	0.00000203339451	0.00000221370063	
0.00000460520103	0.00000301047483	0.00000477770991	0.00000400058076	0.00000264352980	0.00000243525827	0.00000075790938	0.00000435910528	0.00000080788668	0.00000453634595	0.00000133468090	0.00000146241449	0.00000240534146	0.00000073107723	0.00000121767251	0.00000443407234	0.00000378706203	0.00000270172198	0.00000084861653	0.00000310228310	0.00000085960456	0.00000265764593	0.00000454888460	0.00000349161796	0.00000351989650	0.00000426905546	0.00000140740454	0.00000203317828	0.00000125362524	0.00000049724553	
0.00000428449511	0.00000352923472	0.00000177474149	0.00000446282674	0.00000402084333	0.00000261974862	0.00000424990345	0.00000114357776	0.00000382214506	0.00000314336283	0.00000235635437	0.00000422187161	0.00000257226739	0.00000347965145	0.00000323146707	0.00000549942099	0.00000281233426	0.00000270452709	0.00000365492180	0.00000326640913	0.00000302966056	0.00000215079467	0.00000454351798	0.00000490619953	0.00000270948485	0.00000162430577	0.00000261919478	0.00000327912105	0.00000271735132	0.00000406497076	
0.00000208275643	0.00000052680518	0.00000367864666	0.00000142557284	0.00000037170318	0.00000104455129	0.00000236154739	0.00000475174433	0.00000335963629	0.00000246942227	0.00000238112432	0.00000155410654	0.00000108950741	0.00000185082238	0.00000139850281	0.00000207485587	0.00000180558215	0.00000101050271	0.00000176067691	0.00000079768614	0.00000290900327	0.00000152877194	0.00000197932190	0.00000128419221	0.00000160050862	0.00000313506918	0.00000317716514	0.00000061201927	0.00000307907491	0.00000244132938	
0.00000349240532	0.00000354548660	0.00000026662473	0.00000407081995	0.00000427543875	0.00000305401964	0.00000540217466	0.00000268319297	0.00000539835088	0.00000209793803	0.00000378056148	0.00000505273520	0.00000303978509	0.00000459615179	0.00000418203058	0.00000517478871	0.00000228682425	0.00000295026351	0.00000470567078	0.00000321482819	0.00000458923247	0.00000259864518	0.00000385936420	0.00000490043043	0.00000238773249	0.00000081420255	0.00000430899917	0.00000382798348	0.00000436798833	0.00000529288895	
0.00000479351497	0.00000319191618	0.00000513605266	0.00000413079558	0.00000274278656	0.00000270890066	0.00000055461094	0.00000473591053	0.00000088806768	0.00000481458449	0.00000171703405	0.00000142510262	0.00000268750538	0.00000093499173	0.00000144428563	0.00000447254500	0.00000406184926	0.00000296782037	0.00000097465762	0.00000331799854	0.00000119633775	0.00000297152925	0.00000470744538	0.00000352477425	0.00000379414136	0.00000462252454	0.00000174878623	0.00000222678535	0.00000159787512	0.00000032692908	
