40
1200
3
-269.52	-18.86	4.07	
126.01	53.55	3.28	
28.10	-64.42	4.65	
-58.23	-81.91	2.79	
-95.07	-211.72	3.19	
-83.94	249.72	3.41	
331.81	135.70	3.23	
-273.92	173.80	3.59	
-57.34	33.81	3.63	
312.73	-14.36	2.14	
-121.01	133.29	2.83	
-248.55	198.96	3.64	
36.08	18.00	4.03	
-114.44	137.32	3.90	
267.13	-101.45	2.62	
-272.73	-197.48	2.44	
214.64	192.08	2.13	
-298.33	-136.84	4.33	
236.49	294.39	4.35	
-257.79	-233.44	3.91	
323.18	289.44	2.29	
-70.86	247.35	4.66	
-125.90	68.72	2.26	
-268.72	5.15	2.10	
322.28	-249.73	2.09	
-286.38	0.17	3.79	
-192.31	281.20	4.55	
-88.88	-232.45	3.53	
-124.97	-134.12	3.60	
202.64	-112.12	2.55	
-36.20	116.03	2.58	
-60.37	-60.83	2.28	
33.07	-257.19	3.35	
10.41	44.66	4.99	
-186.37	-282.84	2.41	
-95.82	-166.49	3.90	
-242.17	17.52	3.32	
7.75	-256.74	4.72	
-233.05	9.32	4.76	
161.73	-174.34	3.39	
0.00000190347996	0.00000041646315	0.00000103805144	0.00000131107599	0.00000183654353	0.00000107521233	0.00000076050682	0.00000178902761	0.00000100219216	0.00000096482881	0.00000114737770	0.00000169067298	0.00000073451572	0.00000111819290	0.00000115894771	0.00000230045578	0.00000032059276	0.00000223588475	0.00000070727093	0.00000235161407	0.00000093006986	0.00000102012580	0.00000121352055	0.00000186408661	0.00000182063329	0.00000194175544	0.00000154474390	0.00000189293463	0.00000166344731	0.00000111766534	0.00000080068118	0.00000125252119	0.00000177855086	0.00000073987569	0.00000230119785	0.00000168420435	0.00000174184062	0.00000180926612	0.00000171866158	0.00000135865701	
0.00000260413697	0.00000103016344	0.00000166985564	0.00000198422551	0.00000247343067	0.00000162019702	0.00000039745120	0.00000242371983	0.00000170549042	0.00000100391226	0.00000181281494	0.00000231095877	0.00000141318325	0.00000178196872	0.00000137573519	0.00000298983485	0.00000038944585	0.00000293668862	0.00000040115775	0.00000303332888	0.00000028758934	0.00000156519818	0.00000190964793	0.00000256213913	0.00000199222435	0.00000263923865	0.00000208513053	0.00000252238626	0.00000233773193	0.00000147316519	0.00000148930732	0.00000193379903	0.00000231451808	0.00000143697689	0.00000295290959	0.00000233854934	0.00000243950153	0.00000236698218	0.00000241894150	0.00000177452650	
0.00000222664913	0.00000081801959	0.00000144272783	0.00000170614024	0.00000223803513	0.00000117989141	0.00000070619341	0.00000199209732	0.00000136142317	0.00000115618145	0.00000140038342	0.00000187444893	0.00000113526863	0.00000136721980	0.00000144522276	0.00000267805286	0.00000019783568	0.00000259620051	0.00000030229316	0.00000273743340	0.00000057936419	0.00000112331245	0.00000152276737	0.00000217857863	0.00000210222928	0.00000225455438	0.00000164187199	0.00000229950291	0.00000205422588	0.00000145816611	0.00000109834564	0.00000164674567	0.00000217857639	0.00000111805410	0.00000270342457	0.00000208551765	0.00000205498457	0.00000221147214	0.00000203638912	0.00000172738513	
0.00000221905404	0.00000118771761	0.00000102712281	0.00000129792749	0.00000133294134	0.00000232641473	0.00000153291118	0.00000263954477	0.00000156612196	0.00000091436234	0.00000204580399	0.00000262296291	0.00000124453755	0.00000203642841	0.00000050451265	0.00000207706826	0.00000169948245	0.00000220874194	0.00000212848487	0.00000201561433	0.00000214878297	0.00000228750744	0.00000187773280	0.00000225255545	0.00000044728429	0.00000231518172	0.00000270472522	0.00000130976682	0.00000149497992	0.00000042960340	0.00000175403985	0.00000134532175	0.00000081753456	0.00000139817027	0.00000173967610	0.00000134860780	0.00000217448716	0.00000091901853	0.00000212696129	0.00000030290450	
0.00000041642264	0.00000127508587	0.00000090312319	0.00000061784997	0.00000098244281	0.00000108272363	0.00000219080247	0.00000081358270	0.00000050337225	0.00000204635323	0.00000057260902	0.00000085898998	0.00000088601906	0.00000059927113	0.00000190895137	0.00000095847391	0.00000180549721	0.00000080335665	0.00000210130983	0.00000107381822	0.00000239833091	0.00000109403246	0.00000032712237	0.00000039967846	0.00000234699785	0.00000047501573	0.00000115095965	0.00000107128871	0.00000063289966	0.00000166165797	0.00000073665105	0.00000055940004	0.00000141231437	0.00000078966222	0.00000122180441	0.00000080488512	0.00000028808272	0.00000134843276	0.00000024893336	0.00000160340657	
0.00000178811880	0.00000074753284	0.00000123628981	0.00000141412453	0.00000197407442	0.00000069680637	0.00000112369774	0.00000150074843	0.00000098891725	0.00000140081932	0.00000092845604	0.00000138336294	0.00000088849209	0.00000089717476	0.00000157912830	0.00000230942480	0.00000058516530	0.00000219678253	0.00000071979695	0.00000239037246	0.00000105831678	0.00000064029758	0.00000108444771	0.00000173045512	0.00000223702472	0.00000180427616	0.00000116820740	0.00000204750340	0.00000173583987	0.00000150725483	0.00000067086349	0.00000133612670	0.00000203300625	0.00000081288766	0.00000240547640	0.00000180200685	0.00000160830468	0.00000204458889	0.00000159437423	0.00000171197934	
0.00000266421690	0.00000154252566	0.00000146827278	0.00000174430648	0.00000174386838	0.00000272196886	0.00000166018383	0.00000307583816	0.00000199770561	0.00000103189309	0.00000247078047	0.00000305626909	0.00000165891886	0.00000246288628	0.00000069707603	0.00000249190982	0.00000194549166	0.00000263742376	0.00000234821947	0.00000241922144	0.00000230338745	0.00000267990098	0.00000231600626	0.00000269855392	0.00000004703743	0.00000276063372	0.00000311774640	0.00000170925596	0.00000192988838	0.00000078490647	0.00000216733858	0.00000179368116	0.00000119658641	0.00000181382269	0.00000211926527	0.00000178070311	0.00000262152050	0.00000130265857	0.00000257343468	0.00000074716396	
0.00000154626891	0.00000054612676	0.00000095053556	0.00000111705723	0.00000167877321	0.00000068409068	0.00000117667919	0.00000136990038	0.00000070576562	0.00000131621044	0.00000073885337	0.00000127521990	0.00000060399612	0.00000070759423	0.00000142288189	0.00000202927293	0.00000069390920	0.00000192798089	0.00000095761335	0.00000210538633	0.00000125841765	0.00000063525532	0.00000084173143	0.00000149700507	0.00000206003011	0.00000157298748	0.00000114506399	0.00000175158660	0.00000144474452	0.00000130486388	0.00000041821364	0.00000104444266	0.00000175526180	0.00000051914411	0.00000211445963	0.00000150702984	0.00000137600024	0.00000175963808	0.00000135524340	0.00000147948270	
0.00000064709988	0.00000112429793	0.00000062223330	0.00000028144456	0.00000067003505	0.00000128477349	0.00000205488813	0.00000115828689	0.00000045426641	0.00000181984040	0.00000078822712	0.00000119304191	0.00000071978269	0.00000080719830	0.00000163522163	0.00000088041398	0.00000174415364	0.00000082604705	0.00000209156025	0.00000094896784	0.00000235088712	0.00000128432070	0.00000051854663	0.00000067731933	0.00000202666844	0.00000073693410	0.00000144238011	0.00000075902714	0.00000033547641	0.00000137499073	0.00000079720422	0.00000025140081	0.00000106580517	0.00000068525471	0.00000100084311	0.00000048265180	0.00000059809366	0.00000100277510	0.00000054892991	0.00000128209355	
0.00000223587140	0.00000056129075	0.00000107907541	0.00000143907232	0.00000184429873	0.00000166894569	0.00000047848712	0.00000229695157	0.00000132885257	0.00000034750722	0.00000163525419	0.00000222197098	0.00000094372368	0.00000161105406	0.00000063000646	0.00000245678594	0.00000063430159	0.00000246427921	0.00000103705170	0.00000247076074	0.00000104684763	0.00000161682385	0.00000161676353	0.00000222329494	0.00000127911117	0.00000229898716	0.00000213159764	0.00000187668671	0.00000178460222	0.00000071378123	0.00000127153450	0.00000141808083	0.00000159521389	0.00000104384644	0.00000232716944	0.00000174122694	0.00000210838944	0.00000165942323	0.00000207141598	0.00000102094348	
