20
1000
3
-59.88	149.47	2.22	
240.37	-150.84	2.45	
-167.17	-62.94	3.61	
-221.49	78.99	2.38	
-282.20	-124.08	3.38	
-159.80	-168.18	4.63	
20.54	81.23	4.56	
127.24	73.47	4.71	
-5.62	263.62	3.97	
-205.39	-100.59	4.35	
110.56	265.47	2.75	
277.06	-132.03	3.29	
-7.43	93.03	2.41	
232.94	149.14	4.95	
-218.41	61.93	4.30	
-18.18	-224.48	3.28	
-103.09	150.92	3.50	
-150.73	0.35	4.35	
-289.97	137.19	2.56	
-231.06	202.02	3.08	
0.00000020612036	0.00000255649099	0.00000130463395	0.00000083544104	0.00000189577212	0.00000186456113	0.00000078251950	0.00000133535468	0.00000077569211	0.00000157723386	0.00000129986267	0.00000264304206	0.00000061534047	0.00000183924219	0.00000087549449	0.00000218707883	0.00000006294026	0.00000093811364	0.00000109566058	0.00000079641411	
0.00000112479343	0.00000237600405	0.00000023236783	0.00000065254907	0.00000087399282	0.00000082093691	0.00000118606203	0.00000171592832	0.00000182977183	0.00000049702720	0.00000222665247	0.00000254606680	0.00000108939202	0.00000241877646	0.00000055998264	0.00000139821953	0.00000102648288	0.00000014957238	0.00000113541204	0.00000131004980	
0.00000123556196	0.00000168593633	0.00000066060141	0.00000127710814	0.00000133457918	0.00000082092633	0.00000094066089	0.00000127840886	0.00000188997567	0.00000088737896	0.00000208752121	0.00000186124347	0.00000095067185	0.00000200434664	0.00000120401234	0.00000087667658	0.00000127967768	0.00000069371169	0.00000177947474	0.00000183580806	
0.00000146487111	0.00000091218632	0.00000167863848	0.00000206608147	0.00000237041957	0.00000180417661	0.00000087792238	0.00000058104439	0.00000181302167	0.00000192488254	0.00000165579203	0.00000099698359	0.00000103775199	0.00000115524855	0.00000202080023	0.00000137353688	0.00000165593611	0.00000158546429	0.00000253305566	0.00000240490285	
0.00000258886649	0.00000270332484	0.00000127492044	0.00000202630911	0.00000094808287	0.00000073996443	0.00000245799130	0.00000280048157	0.00000329477572	0.00000102757141	0.00000359606585	0.00000293051592	0.00000243106554	0.00000352158394	0.00000193201220	0.00000119889803	0.00000252189814	0.00000163779366	0.00000238096376	0.00000271553654	
0.00000069330008	0.00000266831738	0.00000086962771	0.00000030047207	0.00000136723214	0.00000145983161	0.00000106744708	0.00000166836610	0.00000132974880	0.00000109993126	0.00000184390150	0.00000279933024	0.00000091080030	0.00000227762443	0.00000032112150	0.00000196698849	0.00000049686032	0.00000052652136	0.00000071802963	0.00000070245203	
0.00000149597073	0.00000259523700	0.00000027580628	0.00000082170200	0.00000048895962	0.00000064547000	0.00000156335189	0.00000207595828	0.00000219558917	0.00000019690714	0.00000260750032	0.00000278232282	0.00000147120426	0.00000278759100	0.00000072397343	0.00000141350082	0.00000137432663	0.00000052706603	0.00000121861024	0.00000151113819	
0.00000073270893	0.00000196687940	0.00000180969605	0.00000169100076	0.00000252309875	0.00000222683201	0.00000050833412	0.00000056520341	0.00000073535589	0.00000211134536	0.00000064948746	0.00000198527123	0.00000056502294	0.00000091101743	0.00000170362188	0.00000219100676	0.00000097274777	0.00000151708345	0.00000202187419	0.00000170666892	
0.00000206213568	0.00000034134994	0.00000214683083	0.00000263282664	0.00000278850674	0.00000213941095	0.00000147078195	0.00000106802671	0.00000235859124	0.00000235587830	0.00000210262243	0.00000040193929	0.00000163172430	0.00000137276347	0.00000258144852	0.00000149345266	0.00000225218620	0.00000211644024	0.00000311099914	0.00000300250829	
0.00000087149621	0.00000151823808	0.00000144820302	0.00000160142957	0.00000217776896	0.00000176359422	0.00000028616356	0.00000037430551	0.00000123511507	0.00000173648057	0.00000121147202	0.00000158723462	0.00000045423019	0.00000108632804	0.00000157727943	0.00000162735136	0.00000107883112	0.00000123677703	0.00000203068578	0.00000184496151	
