40
1200
3
299.46	335.64	3.77	
201.41	167.37	4.70	
-303.59	-333.12	2.36	
36.52	118.45	3.82	
-294.49	208.39	2.77	
367.06	-294.69	3.55	
249.87	-144.93	3.81	
379.16	128.55	3.40	
-11.85	65.16	4.07	
-278.27	42.56	3.33	
189.71	264.29	2.99	
-153.28	-222.34	2.50	
117.18	-221.11	2.27	
-248.07	-74.31	2.50	
70.78	141.55	2.04	
-348.28	146.78	3.80	
157.31	318.52	4.71	
295.36	-175.00	2.14	
-229.84	205.91	4.62	
-264.66	-195.38	3.67	
28.97	-374.91	2.55	
25.68	295.15	3.45	
85.46	-199.45	3.74	
0.82	374.41	3.36	
290.03	301.74	3.12	
188.29	-164.22	3.93	
352.41	-19.58	2.69	
337.44	297.65	3.79	
-174.64	210.83	2.46	
133.23	325.15	3.26	
122.97	-158.93	3.74	
103.15	-306.64	4.44	
108.66	-330.12	3.47	
-322.83	141.34	3.28	
7.83	10.77	3.93	
-267.04	-213.25	2.93	
-142.84	-17.64	3.88	
-17.61	192.40	3.95	
-364.18	-38.94	3.52	
-47.73	-17.95	4.36	
0.00000301660244	0.00000235859620	0.00000015846677	0.00000187981988	0.00000189504421	0.00000215970613	0.00000187460850	0.00000272326961	0.00000163750608	0.00000132323316	0.00000259301221	0.00000055044389	0.00000135952349	0.00000092081264	0.00000201149305	0.00000170648348	0.00000268246862	0.00000199188623	0.00000188473976	0.00000050575754	0.00000099705923	0.00000239626188	0.00000128302809	0.00000261794503	0.00000290798941	0.00000165540787	0.00000237609560	0.00000300576378	0.00000192185122	0.00000265790971	0.00000145769310	0.00000125116156	0.00000126629641	0.00000167676187	0.00000152206363	0.00000044273952	0.00000118441423	0.00000201484570	0.00000110239172	0.00000132950918	
0.00000210585456	0.00000156893699	0.00000209981449	0.00000164246076	0.00000264891647	0.00000022288725	0.00000049325879	0.00000141557468	0.00000160323010	0.00000228302489	0.00000190265702	0.00000158724322	0.00000067253193	0.00000202439351	0.00000164937318	0.00000267345142	0.00000210806442	0.00000035447476	0.00000247448318	0.00000197656634	0.00000100756301	0.00000218654466	0.00000080093376	0.00000246942386	0.00000199015512	0.00000055737409	0.00000089962351	0.00000197728222	0.00000235000973	0.00000214963853	0.00000074552505	0.00000070118176	0.00000069957188	0.00000259291500	0.00000142174157	0.00000197632830	0.00000177649787	0.00000195591354	0.00000243984289	0.00000150299255	
0.00000192373039	0.00000141692099	0.00000221974793	0.00000155374934	0.00000261691889	0.00000027374355	0.00000039447036	0.00000122052718	0.00000154673127	0.00000228868725	0.00000174553163	0.00000167201401	0.00000074234511	0.00000205950667	0.00000154440165	0.00000266410497	0.00000195874036	0.00000021009469	0.00000243222139	0.00000205546789	0.00000116808760	0.00000207194396	0.00000085411422	0.00000234958713	0.00000180922063	0.00000053639585	0.00000070612228	0.00000179076523	0.00000229493219	0.00000200444365	0.00000075430298	0.00000084118876	0.00000085444100	0.00000257905997	0.00000137806506	0.00000206078554	0.00000178056928	0.00000186943340	0.00000247625388	0.00000148835929	
0.00000201458464	0.00000138956667	0.00000164800591	0.00000129573434	0.00000219752886	0.00000072174847	0.00000042738633	0.00000145209848	0.00000120169764	0.00000180246223	0.00000171985060	0.00000109851213	0.00000017671667	0.00000152691453	0.00000133803723	0.00000220065864	0.00000190544195	0.00000049116837	0.00000203931453	0.00000148536172	0.00000067262047	0.00000188828060	0.00000030538498	0.00000217071615	0.00000189527958	0.00000025711358	0.00000098125178	0.00000192623762	0.00000193015163	0.00000193197300	0.00000030272056	0.00000032629060	0.00000038108650	0.00000212271996	0.00000100586709	0.00000148996789	0.00000129875079	0.00000159920632	0.00000194174233	0.00000105024373	
0.00000206810039	0.00000171267422	0.00000193926731	0.00000119728825	0.00000007901351	0.00000290098410	0.00000226932304	0.00000233742874	0.00000112264538	0.00000064929142	0.00000166344319	0.00000162913334	0.00000209963687	0.00000106158486	0.00000128755029	0.00000034536809	0.00000157869640	0.00000245759515	0.00000023758548	0.00000146887476	0.00000235846361	0.00000112033497	0.00000197057722	0.00000112577586	0.00000201866635	0.00000213926338	0.00000238001586	0.00000217964383	0.00000041498888	0.00000150223513	0.00000195819459	0.00000229543610	0.00000237166416	0.00000032674214	0.00000128204755	0.00000153017019	0.00000099792881	0.00000095880233	0.00000095930003	0.00000120092927	
0.00000177820167	0.00000117824789	0.00000137032691	0.00000060683161	0.00000094611657	0.00000192970020	0.00000132880013	0.00000170755419	0.00000036795458	0.00000061018242	0.00000133314205	0.00000082253632	0.00000110076953	0.00000057729067	0.00000074829315	0.00000096230144	0.00000138667074	0.00000151188104	0.00000079762642	0.00000090096793	0.00000140351575	0.00000107234568	0.00000097173414	0.00000129836425	0.00000168026151	0.00000117175301	0.00000157026218	0.00000180823045	0.00000072815269	0.00000135194160	0.00000097361730	0.00000130240216	0.00000138126860	0.00000087643562	0.00000038345314	0.00000095488342	0.00000016960345	0.00000068965097	0.00000091274484	0.00000021790987	
0.00000234746181	0.00000167807008	0.00000096316391	0.00000132581497	0.00000184659092	0.00000137761448	0.00000104892950	0.00000194704426	0.00000112213721	0.00000134215982	0.00000196112946	0.00000043614694	0.00000053307592	0.00000098135387	0.00000142969561	0.00000177303939	0.00000209531657	0.00000116528907	0.00000174320659	0.00000082952497	0.00000044594293	0.00000192311339	0.00000046020038	0.00000218574201	0.00000222995773	0.00000082882498	0.00000156027061	0.00000230098709	0.00000169363445	0.00000209166305	0.00000064113200	0.00000049312407	0.00000054259908	0.00000170346480	0.00000094509713	0.00000082356017	0.00000091721366	0.00000156018196	0.00000137203268	0.00000083813063	
0.00000198614607	0.00000155121826	0.00000168340936	0.00000099144193	0.00000024645033	0.00000261987977	0.00000199912733	0.00000216236106	0.00000087071788	0.00000039386824	0.00000155590909	0.00000133514331	0.00000180010411	0.00000078262117	0.00000110011697	0.00000034350706	0.00000150772149	0.00000218680185	0.00000019482091	0.00000120030048	0.00000205157539	0.00000106242648	0.00000167044263	0.00000114741020	0.00000192201611	0.00000185709913	0.00000215286569	0.00000207575878	0.00000032594252	0.00000144255263	0.00000167069598	0.00000199082522	0.00000206899432	0.00000025612699	0.00000101001906	0.00000126128862	0.00000069482697	0.00000080796391	0.00000077030201	0.00000091188724	
0.00000172953621	0.00000143436554	0.00000213316806	0.00000098533931	0.00000040429421	0.00000277292903	0.00000212746873	0.00000205666148	0.00000098216765	0.00000085798464	0.00000134155325	0.00000173134035	0.00000203735420	0.00000122596883	0.00000104702228	0.00000068367266	0.00000123743647	0.00000230967528	0.00000027277566	0.00000164659564	0.00000238300516	0.00000077966480	0.00000191694316	0.00000076745158	0.00000168777449	0.00000202521773	0.00000215877040	0.00000185072193	0.00000025121317	0.00000115972010	0.00000187199940	0.00000226848806	0.00000234678123	0.00000063285200	0.00000116789100	0.00000170936936	0.00000103856379	0.00000069686107	0.00000122957863	0.00000114939096	
0.00000042885346	0.00000033265962	0.00000267906585	0.00000074678852	0.00000170513086	0.00000200380091	0.00000141613383	0.00000077789652	0.00000099320356	0.00000180496329	0.00000003202413	0.00000206257971	0.00000168786624	0.00000192497179	0.00000060881871	0.00000191906145	0.00000023627115	0.00000154338775	0.00000148458102	0.00000224014777	0.00000226994087	0.00000060528755	0.00000163830963	0.00000078025059	0.00000034371176	0.00000146975434	0.00000110926267	0.00000049503692	0.00000129616207	0.00000030843491	0.00000147454671	0.00000198542522	0.00000206399717	0.00000183822606	0.00000108718707	0.00000229049652	0.00000151874518	0.00000078142470	0.00000219435164	0.00000128541414	
