30
1100
3
-273.67	-21.14	4.98	
87.23	-13.20	3.86	
9.76	-28.57	2.24	
-222.06	318.47	2.12	
273.40	227.51	5.09	
257.91	-212.53	2.66	
10.02	-119.33	5.39	
252.85	260.85	3.29	
24.85	90.74	2.22	
-194.46	-119.81	5.41	
-3.92	-273.36	5.47	
166.94	-6.84	3.40	
279.66	-128.13	3.98	
265.96	107.13	3.37	
-32.55	-110.14	2.77	
-5.79	153.43	4.20	
-200.11	-24.32	5.32	
-178.93	-51.22	2.26	
-84.50	-184.89	4.58	
-317.88	114.67	5.07	
20.77	244.49	4.81	
-268.62	-100.39	4.84	
78.37	96.95	3.15	
-33.84	-103.06	3.04	
219.81	176.67	5.12	
36.29	-85.79	3.19	
42.85	311.47	4.22	
-57.40	-9.29	4.52	
303.74	-10.07	3.26	
304.04	20.83	5.06	
0.00000119695864	0.00000052115108	0.00000021557661	0.00000175797023	0.00000174441310	0.00000167007762	0.00000060530085	0.00000177065386	0.00000046432112	0.00000100844174	0.00000131430474	0.00000089064212	0.00000155117753	0.00000143844464	0.00000054516379	0.00000070948892	0.00000085745106	0.00000079101201	0.00000094354189	0.00000149361793	0.00000114935232	0.00000126982747	0.00000064298130	0.00000051320206	0.00000139803804	0.00000050789068	0.00000148158774	0.00000018555656	0.00000153620702	0.00000153885818	
0.00000098542852	0.00000086279851	0.00000059439553	0.00000139595554	0.00000185508857	0.00000204934151	0.00000094279278	0.00000184352743	0.00000052417848	0.00000099744963	0.00000160870537	0.00000121158126	0.00000191658299	0.00000165445940	0.00000082789735	0.00000057372822	0.00000068616318	0.00000069218484	0.00000114807392	0.00000114839332	0.00000100198759	0.00000116140615	0.00000077722135	0.00000079425625	0.00000152621369	0.00000087886218	0.00000133241946	0.00000034095238	0.00000184362752	0.00000182811684	
0.00000124120730	0.00000128731805	0.00000101272888	0.00000258736417	0.00000271979868	0.00000167000624	0.00000067813173	0.00000278534021	0.00000155213121	0.00000064851817	0.00000051552071	0.00000158518972	0.00000182050742	0.00000228752019	0.00000057956583	0.00000179322657	0.00000102597730	0.00000086661436	0.00000015427476	0.00000187595849	0.00000223865086	0.00000098043355	0.00000168657844	0.00000060797262	0.00000237586122	0.00000087393127	0.00000257164434	0.00000099028748	0.00000211944845	0.00000219174876	
0.00000010710290	0.00000181021141	0.00000144513283	0.00000163484960	0.00000293018085	0.00000276854449	0.00000151892992	0.00000291069490	0.00000160230250	0.00000067333255	0.00000182324735	0.00000218529270	0.00000276553340	0.00000271950312	0.00000131534567	0.00000159766815	0.00000045653516	0.00000057233524	0.00000126777477	0.00000064726096	0.00000194816078	0.00000040169768	0.00000185183183	0.00000129779093	0.00000260401605	0.00000159941709	0.00000223819393	0.00000112995212	0.00000282931289	0.00000283778431	
0.00000174987495	0.00000046251196	0.00000053378691	0.00000249477470	0.00000182580785	0.00000094232758	0.00000036241211	0.00000192174114	0.00000099659464	0.00000132484048	0.00000087755422	0.00000062223663	0.00000091718044	0.00000133398497	0.00000056237209	0.00000132187472	0.00000141303600	0.00000128493926	0.00000087988464	0.00000218411108	0.00000170763053	0.00000167676422	0.00000098457675	0.00000056791214	0.00000149915669	0.00000026462188	0.00000200420786	0.00000083155287	0.00000113141205	0.00000120294872	
0.00000169888857	0.00000134063660	0.00000130340717	0.00000096488334	0.00000144030305	0.00000255409429	0.00000173010498	0.00000134377049	0.00000077496691	0.00000188508485	0.00000244759517	0.00000151268608	0.00000229238637	0.00000154469347	0.00000167371761	0.00000044897832	0.00000149832974	0.00000156258187	0.00000204300070	0.00000148646411	0.00000024672542	0.00000197811773	0.00000086762125	0.00000164101860	0.00000122759484	0.00000159179545	0.00000047319867	0.00000120707869	0.00000198731830	0.00000190375813	
0.00000010513723	0.00000176698026	0.00000139877847	0.00000171310745	0.00000292395804	0.00000269608617	0.00000145211646	0.00000291022374	0.00000159069523	0.00000058063302	0.00000173476912	0.00000214629433	0.00000270284621	0.00000269676681	0.00000124551415	0.00000160674259	0.00000041646924	0.00000051266611	0.00000117886358	0.00000074196975	0.00000197178026	0.00000030341781	0.00000183669521	0.00000122941719	0.00000259496987	0.00000154061522	0.00000227025435	0.00000109243715	0.00000278912814	0.00000280155056	
0.00000288597203	0.00000132134320	0.00000160654361	0.00000343955990	0.00000188900847	0.00000035284178	0.00000147899676	0.00000205882935	0.00000185739661	0.00000243520188	0.00000160079093	0.00000105594930	0.00000027508313	0.00000133250898	0.00000168576324	0.00000216444362	0.00000254542121	0.00000241804997	0.00000190835655	0.00000329212163	0.00000241120114	0.00000279433305	0.00000169767077	0.00000169578821	0.00000170142752	0.00000139451560	0.00000262181368	0.00000193256531	0.00000076148598	0.00000090548015	
0.00000178209420	0.00000147548952	0.00000144490759	0.00000089665142	0.00000148278999	0.00000268301975	0.00000186904534	0.00000137230406	0.00000091365034	0.00000199777712	0.00000258720164	0.00000163858490	0.00000241663938	0.00000163440823	0.00000181050590	0.00000058905890	0.00000160240671	0.00000167188731	0.00000217410277	0.00000152257451	0.00000030733146	0.00000207378213	0.00000099754067	0.00000177711654	0.00000129881190	0.00000173053213	0.00000041919994	0.00000133891390	0.00000209295832	0.00000200576033	
0.00000253102072	0.00000088027510	0.00000124223947	0.00000254702611	0.00000076695806	0.00000131931601	0.00000145501742	0.00000091765915	0.00000109286658	0.00000229865091	0.00000201923135	0.00000054537415	0.00000092802635	0.00000019835189	0.00000159394054	0.00000130075872	0.00000219186755	0.00000212480972	0.00000199419811	0.00000271485133	0.00000139032862	0.00000259550506	0.00000084932259	0.00000158405103	0.00000054824895	0.00000125874007	0.00000153075285	0.00000152074668	0.00000043079585	0.00000031577114	
