50
1300
3
402.19	380.52	3.26	
-108.56	-220.38	2.04	
-232.61	-316.45	4.01	
322.19	-69.27	4.74	
-96.86	-58.06	3.40	
-311.16	-77.06	3.19	
-56.01	258.54	4.93	
231.79	-395.36	3.80	
269.22	-300.60	3.76	
-67.98	-394.88	4.93	
-394.43	-146.37	5.24	
0.20	-244.26	3.75	
105.44	328.54	2.24	
126.99	231.69	2.59	
-126.38	76.09	4.96	
-331.42	205.76	3.76	
39.50	-218.59	2.90	
75.41	375.90	4.43	
-354.74	-106.34	4.26	
397.33	-275.28	5.47	
-287.06	-241.82	5.39	
162.80	67.53	5.23	
383.14	-187.74	5.20	
-80.17	115.04	3.56	
29.48	112.22	4.67	
-124.72	-331.35	4.13	
-59.93	-299.33	2.82	
-67.41	157.58	4.90	
-312.10	-354.14	2.40	
412.07	-237.99	5.37	
215.02	-382.02	5.04	
9.86	-37.11	3.89	
-336.58	206.44	4.23	
172.00	277.76	2.71	
-284.48	-280.15	2.82	
-297.38	-367.98	3.04	
-312.66	253.43	4.90	
289.52	342.97	4.24	
292.27	146.91	4.19	
168.81	208.64	2.62	
-162.41	-397.49	4.86	
-85.82	27.76	3.68	
-397.90	-175.33	4.16	
29.39	-225.99	3.20	
-261.95	136.74	5.48	
6.97	-6.53	2.16	
-373.51	391.84	4.75	
-401.63	394.69	3.19	
-134.28	304.36	3.58	
350.66	293.25	3.58	
0.00000255468006	0.00000160095907	0.00000193797712	0.00000230096347	0.00000100355983	0.00000106946172	0.00000069024533	0.00000283889137	0.00000265578748	0.00000231234840	0.00000146781689	0.00000183884293	0.00000138411054	0.00000134094021	0.00000048804554	0.00000052170868	0.00000182545761	0.00000138249438	0.00000125096091	0.00000297608189	0.00000167029961	0.00000151809504	0.00000273577427	0.00000054462063	0.00000096070220	0.00000201953872	0.00000195364947	0.00000054986021	0.00000212893908	0.00000294115302	0.00000275710711	0.00000118619426	0.00000054496160	0.00000155832397	0.00000181665311	0.00000216949295	0.00000054335029	0.00000208169839	0.00000197977114	0.00000149249740	0.00000226343284	0.00000074019985	0.00000157486529	0.00000183150074	0.00000026562882	0.00000109802313	0.00000110803434	0.00000118663199	0.00000060433989	0.00000226106853	
0.00000390145938	0.00000122259721	0.00000092339177	0.00000294102931	0.00000132516286	0.00000054013205	0.00000220691933	0.00000271006596	0.00000275655669	0.00000163629367	0.00000011410400	0.00000166634239	0.00000284942355	0.00000266513569	0.00000149528446	0.00000152051351	0.00000180473117	0.00000290350543	0.00000033532015	0.00000324213299	0.00000057743229	0.00000246686986	0.00000315789409	0.00000173408750	0.00000207873932	0.00000131311961	0.00000149156261	0.00000188366222	0.00000083946206	0.00000328470211	0.00000263294671	0.00000175508002	0.00000152125200	0.00000291790789	0.00000067321638	0.00000091575171	0.00000172130548	0.00000344830963	0.00000306491942	0.00000275052694	0.00000134596141	0.00000151373185	0.00000006467507	0.00000176851011	0.00000135031199	0.00000178468157	0.00000223099775	0.00000223711394	0.00000217973414	0.00000354201778	
0.00000198246690	0.00000128708361	0.00000190503341	0.00000058565836	0.00000108099885	0.00000193374139	0.00000157520770	0.00000133594950	0.00000101479913	0.00000163299264	0.00000228627664	0.00000100059693	0.00000158492360	0.00000119051393	0.00000131975678	0.00000227998316	0.00000081801278	0.00000179231322	0.00000211109995	0.00000122165178	0.00000196805928	0.00000052650706	0.00000096489561	0.00000123797924	0.00000090952137	0.00000159806765	0.00000132318114	0.00000130677684	0.00000225204778	0.00000117112118	0.00000127585976	0.00000066632809	0.00000230002511	0.00000135806189	0.00000201779330	0.00000223156060	0.00000231051373	0.00000168188825	0.00000096122690	0.00000108554947	0.00000188600425	0.00000109907288	0.00000232059037	0.00000086623568	0.00000191144673	0.00000070800653	0.00000283370600	0.00000292878368	0.00000190952812	0.00000158120744	
0.00000235581621	0.00000199781481	0.00000252291050	0.00000063940014	0.00000204291530	0.00000285341842	0.00000258754975	0.00000096998921	0.00000060583502	0.00000197409959	0.00000314326568	0.00000157071082	0.00000243717645	0.00000205823527	0.00000236511994	0.00000332558923	0.00000140929602	0.00000265803421	0.00000300507001	0.00000025129970	0.00000270719034	0.00000144380375	0.00000011173210	0.00000228897759	0.00000193850397	0.00000211301702	0.00000183412094	0.00000234907853	0.00000286103759	0.00000012693089	0.00000098124549	0.00000167796331	0.00000334579515	0.00000213800501	0.00000270883335	0.00000281389635	0.00000336173115	0.00000224814142	0.00000148465001	0.00000189883907	0.00000232949463	0.00000213186499	0.00000314988062	0.00000144895099	0.00000295244991	0.00000174328137	0.00000387902761	0.00000397432234	0.00000293653252	0.00000201769292	
0.00000313662434	0.00000242937476	0.00000261935359	0.00000321813151	0.00000190728960	0.00000162628648	0.00000133426741	0.00000376804567	0.00000359718071	0.00000312535977	0.00000187507937	0.00000273194427	0.00000195217960	0.00000206841018	0.00000142745800	0.00000052022648	0.00000274027846	0.00000184269234	0.00000171754082	0.00000391788408	0.00000228607703	0.00000240594705	0.00000367105404	0.00000147129419	0.00000185342977	0.00000280697365	0.00000279887993	0.00000142932805	0.00000271587180	0.00000387932098	0.00000368611780	0.00000212944919	0.00000051226391	0.00000222254440	0.00000243695049	0.00000277709940	0.00000040581726	0.00000268223948	0.00000278295230	0.00000224872724	0.00000300410599	0.00000167618644	0.00000199029272	0.00000273944078	0.00000089429689	0.00000204173424	0.00000026989905	0.00000028556742	0.00000100330272	0.00000292729180	
0.00000279724743	0.00000119459481	0.00000166021084	0.00000103140974	0.00000144548091	0.00000214186697	0.00000237557250	0.00000046575546	0.00000034083852	0.00000108806584	0.00000236888002	0.00000075295234	0.00000247569025	0.00000208094280	0.00000190685216	0.00000283987779	0.00000064092194	0.00000267783980	0.00000226041862	0.00000084937431	0.00000188389187	0.00000142164339	0.00000088783989	0.00000192042387	0.00000170972426	0.00000123982436	0.00000097344998	0.00000203793724	0.00000199082039	0.00000092767333	0.00000038985595	0.00000121769914	0.00000285589804	0.00000225283985	0.00000186405991	0.00000193943874	0.00000292250433	0.00000254538396	0.00000178522243	0.00000198001793	0.00000144504741	0.00000165521455	0.00000235754924	0.00000066720867	0.00000245215929	0.00000132673176	0.00000349708538	0.00000357898518	0.00000267667227	0.00000240579127	
0.00000281676180	0.00000101800353	0.00000149343519	0.00000109918381	0.00000128894094	0.00000196468350	0.00000227285275	0.00000059098613	0.00000051904429	0.00000095159472	0.00000218901524	0.00000057485717	0.00000241535113	0.00000202757265	0.00000176306658	0.00000268728620	0.00000046989415	0.00000261262117	0.00000208534926	0.00000102143803	0.00000170570338	0.00000137663329	0.00000102757097	0.00000179234464	0.00000161465630	0.00000107732971	0.00000080210858	0.00000191923293	0.00000182393516	0.00000109090474	0.00000050851068	0.00000109001109	0.00000270407615	0.00000221349516	0.00000169100032	0.00000177929407	0.00000277507748	0.00000253835216	0.00000179525008	0.00000193916097	0.00000129538876	0.00000151515428	0.00000217830999	0.00000048965709	0.00000229865238	0.00000120350822	0.00000335564517	0.00000343550674	0.00000255892225	0.00000242022514	
0.00000271871814	0.00000216894886	0.00000245067516	0.00000279295811	0.00000158997162	0.00000149974829	0.00000089502478	0.00000341822590	0.00000322312347	0.00000287805070	0.00000183126469	0.00000242363023	0.00000152614967	0.00000162891062	0.00000106864419	0.00000043006101	0.00000240994696	0.00000143355215	0.00000164027321	0.00000351879157	0.00000214978990	0.00000197688987	0.00000325735598	0.00000107127972	0.00000142601856	0.00000257601264	0.00000252734521	0.00000100712492	0.00000259689426	0.00000347184762	0.00000333660754	0.00000175536806	0.00000043857847	0.00000178541016	0.00000229950582	0.00000264904777	0.00000022933448	0.00000225976317	0.00000234142709	0.00000180759700	0.00000280465235	0.00000131733506	0.00000194562468	0.00000241449370	0.00000064635263	0.00000165905065	0.00000053282248	0.00000062702248	0.00000056938626	0.00000249501922	
0.00000189524427	0.00000204540919	0.00000262790574	0.00000029534468	0.00000194563575	0.00000279185326	0.00000226892231	0.00000135020223	0.00000094828477	0.00000217628248	0.00000312716839	0.00000166374980	0.00000203297980	0.00000167268202	0.00000216681945	0.00000311003767	0.00000148024257	0.00000225706441	0.00000296429754	0.00000071378414	0.00000275829934	0.00000111679187	0.00000036891371	0.00000205296942	0.00000165974445	0.00000225258858	0.00000196560847	0.00000208115970	0.00000297861085	0.00000057339730	0.00000133594595	0.00000153363706	0.00000313031209	0.00000172060774	0.00000278140150	0.00000294131917	0.00000312199907	0.00000178961301	0.00000104306558	0.00000150031010	0.00000250520790	0.00000195948171	0.00000315020468	0.00000152804273	0.00000275427992	0.00000156838402	0.00000360296600	0.00000370418805	0.00000262357072	0.00000155545846	
0.00000042607131	0.00000291253954	0.00000351067244	0.00000183529039	0.00000237288225	0.00000304622331	0.00000149343078	0.00000313599071	0.00000275088540	0.00000344157871	0.00000347715723	0.00000278399213	0.00000079599865	0.00000092578934	0.00000209497208	0.00000259947011	0.00000263055135	0.00000087949468	0.00000325464431	0.00000267957067	0.00000341761435	0.00000139296746	0.00000232830383	0.00000185342748	0.00000153223970	0.00000332244006	0.00000308826095	0.00000171700373	0.00000382327446	0.00000254452042	0.00000308879820	0.00000204780202	0.00000261766490	0.00000066882184	0.00000352699836	0.00000382668722	0.00000248004973	0.00000019479806	0.00000097366142	0.00000088629853	0.00000362573845	0.00000209338816	0.00000355907980	0.00000267049662	0.00000243547079	0.00000195390140	0.00000266060762	0.00000277059123	0.00000174465345	0.00000044743824	
