-21.19	4.48	1.48	
-81.14	58.24	1.38	
-96.13	-215.22	1.02	
-296.06	-20.15	1.59	
86.29	-111.06	1.66	
-31.26	244.68	1.30	
-286.47	-38.75	1.73	
319.30	-170.11	1.03	
-37.40	273.59	1.73	
255.34	66.63	1.21	
104.46	203.54	1.95	
-120.39	92.32	1.72	
114.52	198.68	1.33	
-315.97	-70.50	1.36	
-257.80	45.43	1.32	
-18.52	-30.78	1.57	
-313.79	16.87	1.63	
274.89	268.50	1.34	
-302.82	-282.68	1.23	
-320.15	10.09	1.81	
286.92	2.51	1.44	
-62.65	-162.18	1.50	
-147.51	-161.47	1.18	
-191.31	20.93	1.85	
-213.72	109.73	1.34	
5.46	127.88	1.04	
-218.02	113.34	1.40	
-82.92	-0.78	1.90	
13.63	322.85	1.04	
94.23	-107.05	1.18	
-313.49	-25.82	1.16	
-145.43	-30.39	1.91	
117.85	106.74	1.66	
306.30	-8.93	1.53	
89.97	-211.22	1.25	
-319.32	44.94	1.43	
248.91	1.46	1.70	
-281.62	207.74	1.66	
313.60	224.61	1.11	
22.44	89.23	1.16	
-163.34	-187.69	1.82	
108.72	88.99	1.40	
-172.01	200.85	1.12	
-265.82	-142.22	1.52	
296.93	-253.00	1.08	
249.17	251.07	1.43	
121.79	-117.71	1.03	
254.07	-141.58	1.51	
-127.43	297.25	1.38	
-216.48	-150.06	1.70	
-85.88	197.24	1.66	
248.99	-246.92	1.61	
-116.93	67.06	1.67	
131.41	-179.81	1.08	
-188.43	-299.53	1.04	
-280.17	121.80	1.32	
-173.24	-189.01	1.07	
267.80	-267.93	1.44	
228.08	262.14	1.88	
-60.50	134.73	1.59	
-196.67	-67.29	1.34	
125.74	-83.24	1.52	
-42.24	-174.78	1.39	
-235.42	-163.72	1.99	
-229.10	236.80	1.34	
250.77	171.90	1.63	
-116.12	-110.88	1.56	
-41.43	-46.08	1.30	
294.39	-97.54	1.59	
-218.87	-293.26	1.15	
-161.21	147.87	1.40	
-39.84	137.51	1.28	
167.95	256.04	1.01	
21.98	-51.23	1.62	
281.93	190.90	1.96	
147.12	-171.63	1.01	
-64.61	-1.58	1.38	
-137.20	95.33	1.98	
-117.49	141.66	1.92	
-101.35	-213.04	1.24	
-146.57	-2.98	1.47	
93.17	267.18	1.79	
-41.00	285.24	1.36	
-255.00	-15.55	1.88	
-139.87	264.21	1.55	
-82.71	265.73	1.54	
210.63	187.51	1.05	
