206.74	-70.47	1.14	
-434.71	-189.93	1.69	
301.72	36.16	1.42	
295.98	-2.44	1.75	
-210.52	-427.07	1.25	
401.21	-116.46	1.24	
28.89	90.02	1.27	
236.37	265.93	1.61	
212.94	159.62	1.95	
-10.16	194.28	1.40	
262.97	398.91	1.76	
-259.43	493.20	1.53	
-490.78	-428.39	1.79	
253.90	281.95	1.88	
-77.67	257.06	1.95	
200.21	-60.84	1.12	
-270.04	204.84	1.24	
-404.17	-23.33	1.41	
-296.34	-390.89	1.56	
189.72	62.39	1.76	
-392.54	372.02	1.40	
-190.84	-320.52	1.36	
-224.16	-106.72	1.05	
440.31	418.82	1.15	
183.60	480.80	1.71	
375.49	-91.79	1.15	
-31.44	-500.43	1.85	
-284.79	-366.31	1.68	
-196.06	-465.85	1.64	
23.88	-198.87	1.09	
189.20	242.30	1.43	
-458.91	373.50	1.87	
383.82	-92.67	1.27	
-220.06	-232.93	1.05	
-121.50	350.17	1.52	
-56.74	-316.30	1.20	
143.01	438.25	1.80	
-389.45	330.29	1.13	
224.49	230.64	1.54	
-97.89	328.29	1.73	
501.82	433.31	1.35	
-294.33	131.37	1.71	
294.31	-43.42	1.28	
231.68	484.73	1.63	
-230.09	-111.89	1.93	
-245.81	-477.42	1.12	
-381.74	-416.25	1.63	
402.50	-195.79	1.11	
441.66	-245.72	1.57	
408.06	425.57	1.55	
119.19	-403.95	1.08	
41.79	-193.94	1.52	
-176.20	-242.83	1.18	
-425.73	222.01	1.65	
-204.67	-423.91	1.03	
499.25	-444.82	1.44	
491.51	-81.49	1.28	
-292.74	187.95	1.08	
-401.38	411.93	1.59	
-417.62	46.64	1.97	
42.19	-388.66	1.94	
-398.38	-199.94	1.09	
125.24	-349.53	1.34	
-176.96	-111.88	1.40	
-167.06	28.05	1.03	
284.07	-481.02	1.71	
-441.97	291.41	1.94	
-215.06	-250.87	1.32	
504.12	-324.74	1.74	
173.39	83.23	1.04	
442.08	176.16	1.89	
-107.26	-302.39	1.49	
13.77	483.93	1.41	
275.68	-209.63	1.32	
-39.95	185.69	1.20	
-55.73	460.92	1.78	
-110.89	-130.48	1.13	
242.98	-128.77	1.67	
459.03	-470.57	1.79	
153.51	-189.60	1.18	
-281.55	-469.48	1.81	
239.55	68.70	1.42	
-427.83	-190.81	1.54	
345.36	-201.54	1.36	
-115.35	-440.65	1.84	
286.31	-99.18	1.44	
90.40	-166.20	1.96	
-352.18	-183.00	1.00	
-478.92	4.72	1.21	
408.59	-307.53	1.23	
352.92	12.10	1.02	
50.30	171.10	1.18	
348.12	428.12	1.06	
-446.09	500.19	1.05	
-232.50	310.25	1.68	
76.15	61.98	1.54	
137.16	-153.93	1.56	
141.78	7.98	1.07	
416.73	343.19	1.70	
-339.91	-26.13	1.34	
-198.96	502.16	1.86	
-358.83	-99.61	1.85	
-254.36	207.66	1.10	
-391.88	-117.10	1.55	
-486.67	184.82	1.34	
-421.71	134.45	1.23	
-491.53	-443.55	1.24	
-26.76	83.81	1.96	
315.73	-93.70	1.71	
297.35	-282.18	1.21	
-415.70	205.03	1.98	
345.53	374.45	1.45	
-386.33	-464.00	1.01	
-50.06	-227.17	1.43	
-333.19	-170.81	1.11	
322.28	-205.18	1.81	
9.65	76.03	1.32	
-316.68	386.96	1.15	
346.88	-355.38	1.62	
-377.73	222.74	1.41	
99.34	455.03	1.69	
304.00	-10.30	1.49	
-193.13	483.55	1.09	
-253.68	37.56	1.08	
-118.99	-124.49	1.57	
376.82	380.89	1.58	
83.38	-252.46	1.07	
-287.38	262.82	1.56	
-325.05	363.98	1.98	
-110.33	-24.85	1.25	
-490.50	-144.86	1.62	
282.04	-233.36	1.94	
-38.52	-268.02	1.41	
-185.92	-231.32	1.70	
-405.59	-490.51	1.70	
-466.25	-323.59	1.43	
402.58	-502.55	1.28	
17.77	125.94	1.42	
-199.70	-134.10	1.36	
-463.62	23.66	1.37	
435.41	339.89	1.48	
-485.50	-122.34	1.81	
-142.97	194.58	1.69	
-456.08	279.42	1.21	
305.71	-329.94	1.86	
-86.14	162.80	1.91	
21.66	-201.21	1.96	
-342.09	181.06	1.61	
91.76	-223.84	1.94	
421.09	-384.61	1.45	
188.46	370.48	1.67	
498.40	-499.57	1.09	
279.60	-91.64	1.11	
-418.29	375.91	1.56	
-12.18	-287.93	1.90	
430.49	234.81	1.95	
438.30	-463.19	1.57	
-159.70	259.37	1.32	
90.26	185.21	1.57	
-368.74	-56.90	1.55	
-91.88	422.54	1.26	
-373.70	363.68	1.39	
271.28	296.78	1.56	
247.34	378.83	1.48	
376.81	-141.09	1.65	
184.71	-159.19	1.51	
449.86	312.45	1.91	
132.91	126.43	1.61	
392.46	54.13	1.69	
-369.81	483.53	1.59	
132.12	39.06	1.54	
-50.32	421.76	1.89	
-249.54	-328.97	1.36	
470.08	466.38	1.15	
402.36	475.77	1.65	
177.14	-9.06	1.07	
-265.17	322.73	1.75	
-67.11	-60.59	1.20	
370.59	16.63	1.88	
258.23	365.74	1.26	
-395.13	429.27	1.03	
12.31	216.85	1.48	
95.96	-213.31	1.72	
276.40	298.71	1.43	
-468.00	303.96	1.70	
240.78	-24.03	1.24	
-269.28	-161.77	1.24	
-149.38	482.83	1.16	
480.00	-216.63	1.57	
121.28	103.51	1.58	
104.56	373.61	1.72	
-123.49	391.81	1.60	
-434.99	-264.88	1.82	
-32.93	-459.60	1.47	
-177.71	-427.24	1.66	
-487.50	472.73	1.79	
-455.33	439.18	1.01	
-258.62	-132.32	1.46	
126.25	302.92	1.90	
418.35	-470.66	1.28	
-220.94	-243.60	1.54	
32.06	60.69	1.27	
166.92	165.76	1.90	
-116.59	-418.19	1.40	
-303.17	-149.81	1.16	
-422.60	303.54	1.20	
301.67	-483.83	1.59	
-498.50	327.20	1.59	
404.95	274.10	1.20	
-162.52	58.56	1.03	
215.85	224.84	1.98	
22.34	113.81	1.82	
-27.47	-272.62	1.10	
-196.80	-250.29	1.06	
93.70	-298.02	1.41	
408.14	-420.61	1.25	
-151.11	-85.44	1.14	
181.19	84.41	1.51	
-502.92	264.39	1.71	
-406.99	401.24	1.89	
292.68	-144.95	1.90	
-449.96	-338.38	1.25	
124.92	-126.87	1.02	
-97.29	273.45	1.86	
-405.75	-343.91	1.31	
482.81	-492.29	1.20	
219.03	-340.06	1.40	
-161.81	-52.56	1.12	
-80.91	496.80	1.77	
-305.61	-354.84	1.53	
-75.24	-320.42	1.55	
442.16	7.64	1.75	
264.90	333.88	1.28	
-149.15	477.60	1.53	
54.44	306.19	1.46	
-10.31	434.62	1.24	
-411.74	417.76	1.21	
-397.35	-322.03	1.61	
208.68	172.59	1.23	
-39.85	-350.26	1.86	
-393.13	-143.67	1.50	
-314.59	-25.42	1.36	
355.86	-431.77	1.22	
54.39	419.42	1.41	
471.50	-54.01	1.48	
416.49	-310.38	1.69	
180.29	-345.17	1.96	
-357.77	479.49	1.77	
61.23	240.27	1.82	
263.26	-491.12	1.40	
78.38	333.26	1.92	
-445.83	198.78	1.13	
