20
1000
3
124.13	192.77	3.92	
-192.89	-132.45	3.70	
400.54	-392.59	3.05	
88.35	229.50	5.13	
497.92	-327.93	4.54	
94.03	13.34	4.78	
-19.60	-1.56	2.67	
-449.95	266.47	5.28	
-171.84	397.91	2.48	
-364.39	425.63	4.34	
141.65	68.51	3.37	
-124.16	-305.06	4.90	
97.98	-499.72	4.52	
-293.93	-411.08	4.23	
88.80	-68.14	4.06	
302.33	-379.41	4.44	
-176.55	255.40	4.85	
-415.40	-182.54	4.41	
47.18	-463.72	5.39	
-469.21	86.47	4.69	
0.00000109481761	0.00000160324384	0.00000148761174	0.00000127897956	0.00000153987494	0.00000055809263	0.00000093813309	0.00000292074169	0.00000238558431	0.00000299544303	0.00000060807170	0.00000160625178	0.00000175524097	0.00000239628964	0.00000046945305	0.00000128153353	0.00000199280979	0.00000250119402	0.00000168001621	0.00000274575667	
0.00000268273398	0.00000098345263	0.00000340282624	0.00000265413538	0.00000373065370	0.00000224388997	0.00000180483132	0.00000180974169	0.00000254995869	0.00000245222059	0.00000249926360	0.00000131188930	0.00000243913078	0.00000103901113	0.00000212909190	0.00000301265407	0.00000203693603	0.00000008505131	0.00000219457955	0.00000110334928	
0.00000093818491	0.00000206798138	0.00000174113202	0.00000114153017	0.00000163848819	0.00000082837630	0.00000128073634	0.00000311064987	0.00000235990328	0.00000305385933	0.00000064647395	0.00000216017138	0.00000227127079	0.00000294736489	0.00000093833803	0.00000164692330	0.00000208151412	0.00000296784761	0.00000222183092	0.00000305699803	
0.00000102945635	0.00000200434007	0.00000159938922	0.00000123175746	0.00000151700779	0.00000080223985	0.00000124944099	0.00000313716577	0.00000243668369	0.00000311447310	0.00000067401750	0.00000204914584	0.00000211796717	0.00000284232234	0.00000086123645	0.00000149271392	0.00000213010286	0.00000290454462	0.00000207471671	0.00000304926248	
0.00000278919895	0.00000116872466	0.00000242399487	0.00000285464682	0.00000283257895	0.00000211846178	0.00000184729697	0.00000290532948	0.00000326948145	0.00000343114682	0.00000240702474	0.00000059371857	0.00000125688683	0.00000033902326	0.00000185113298	0.00000203850840	0.00000270356580	0.00000126344740	0.00000103321507	0.00000227785421	
0.00000164560674	0.00000235401550	0.00000109489092	0.00000184726554	0.00000092035176	0.00000132204743	0.00000172769587	0.00000369435666	0.00000304742149	0.00000371462454	0.00000126273345	0.00000220927091	0.00000193555402	0.00000298961358	0.00000125087698	0.00000111408200	0.00000272014511	0.00000324186029	0.00000196379027	0.00000353715130	
0.00000055649827	0.00000124519035	0.00000241211097	0.00000060316307	0.00000248757115	0.00000039865491	0.00000041136746	0.00000201950032	0.00000145723488	0.00000204810223	0.00000045747429	0.00000167800332	0.00000235025198	0.00000236147605	0.00000067156942	0.00000215029613	0.00000104535912	0.00000206422240	0.00000219340681	0.00000197177161	
0.00000053334655	0.00000231761278	0.00000268648479	0.00000060447885	0.00000256901935	0.00000114741076	0.00000146571885	0.00000271673804	0.00000169902379	0.00000246158192	0.00000086928365	0.00000267445713	0.00000307871702	0.00000340356457	0.00000144517508	0.00000256779692	0.00000163714574	0.00000313169339	0.00000298547973	0.00000288128850	
0.00000037744377	0.00000198056886	0.00000230891089	0.00000056757539	0.00000223563569	0.00000074748387	0.00000112122430	0.00000265819127	0.00000179285316	0.00000251758139	0.00000045931732	0.00000227412517	0.00000264811836	0.00000302104299	0.00000102650098	0.00000216442926	0.00000158785041	0.00000283369551	0.00000255219584	0.00000271609696	
0.00000053430723	0.00000148393623	0.00000283690043	0.00000041417250	0.00000288268707	0.00000082726360	0.00000077757139	0.00000176653004	0.00000103000272	0.00000167589542	0.00000078216129	0.00000202684459	0.00000278079380	0.00000264674708	0.00000111289099	0.00000258623866	0.00000070424450	0.00000218958681	0.00000261604593	0.00000186634541	
