-204.97	170.30	1.83	
-411.72	-168.34	1.54	
174.91	-63.88	1.58	
393.69	-212.60	1.10	
-385.32	325.07	1.21	
184.21	-289.11	1.28	
140.75	-278.21	1.01	
-277.10	298.72	1.22	
391.18	-95.78	1.91	
295.71	391.40	1.15	
177.12	-281.29	1.96	
-4.19	302.86	1.14	
27.45	-158.41	1.64	
317.56	-368.33	1.45	
-391.33	53.02	1.78	
114.02	406.90	1.82	
-0.28	-194.22	1.25	
342.51	-297.35	1.66	
-40.07	49.64	1.71	
-209.92	-48.20	1.98	
-393.64	76.63	1.84	
-374.02	29.60	1.22	
303.01	-8.43	1.33	
99.18	104.78	1.95	
349.82	352.60	1.64	
-66.59	50.37	1.84	
-402.34	82.74	1.84	
279.69	-220.60	1.07	
226.82	162.02	1.25	
253.10	-337.51	1.89	
-18.07	-149.87	1.31	
-161.51	-381.42	1.59	
319.68	-60.19	1.37	
-380.56	338.92	1.07	
188.85	70.42	1.94	
322.69	-87.94	1.13	
275.46	-247.68	1.16	
-157.16	59.38	1.58	
-158.51	350.34	1.34	
97.89	-325.54	1.18	
-395.93	-364.35	1.66	
-15.26	-112.13	1.01	
61.09	-8.88	1.84	
-242.06	325.77	1.54	
145.04	-399.98	1.14	
-147.20	-176.03	1.62	
-407.74	176.67	1.84	
-202.11	-319.10	1.71	
-198.79	-67.17	1.42	
-407.57	170.27	1.51	
-282.94	-382.71	1.80	
-395.89	170.95	1.24	
-9.16	400.09	1.96	
366.02	63.98	1.03	
-225.02	273.38	1.51	
369.91	136.96	1.18	
-330.10	405.64	1.22	
-389.43	-105.00	1.79	
-115.15	161.42	1.25	
-397.12	-314.72	1.14	
-337.07	90.22	1.52	
70.79	-108.68	1.32	
184.41	187.34	1.88	
-213.70	-247.30	1.19	
-50.67	-405.78	1.13	
-344.90	-3.36	1.41	
16.69	221.28	1.54	
-322.55	6.58	1.65	
-161.01	-323.83	1.45	
-49.89	42.51	1.74	
36.07	130.33	1.72	
7.43	-56.31	1.23	
250.85	-1.57	1.85	
68.95	-299.96	1.79	
167.81	181.88	1.50	
46.18	-214.64	1.23	
-368.35	-372.90	1.92	
324.00	161.78	1.46	
-48.49	-271.17	1.17	
-50.88	-201.51	1.65	
-60.78	-270.27	1.22	
75.41	-308.49	1.38	
-383.36	78.35	1.38	
-159.64	-108.35	1.45	
389.23	-295.45	1.41	
371.08	82.08	1.66	
157.59	-5.34	1.56	
-60.08	-149.23	1.56	
283.21	333.03	1.11	
131.26	-382.54	1.83	
-229.95	-334.38	1.25	
-298.52	348.91	1.63	
-71.48	240.78	1.55	
158.57	-398.45	1.24	
184.92	86.26	1.42	
-267.79	-346.36	1.20	
92.19	349.99	1.92	
-226.68	-219.08	1.76	
308.08	-100.28	1.57	
-405.41	121.70	1.86	
272.56	179.30	1.31	
133.63	-6.32	1.39	
28.28	-386.17	1.85	
-225.88	-287.95	1.06	
84.02	178.48	1.37	
-43.02	-319.59	1.58	
132.88	-376.57	1.99	
-277.32	-409.24	1.52	
313.18	289.50	1.55	
-371.87	356.52	1.08	
152.57	377.83	1.73	
-255.44	34.11	1.63	
-35.97	-224.31	1.34	
30.09	157.09	1.65	
124.83	342.64	1.88	
-140.44	345.31	1.18	
314.58	323.50	1.03	
240.92	-405.13	1.39	
387.94	52.42	1.94	
114.79	-260.06	1.02	
284.00	315.87	1.42	
-165.97	398.51	1.25	
326.12	298.85	1.41	
-316.54	-287.82	1.84	
206.81	234.42	1.34	
-387.35	207.24	1.13	
-72.92	169.15	1.41	
-295.43	102.62	1.78	
-5.98	-22.64	1.03	
258.48	370.52	1.34	
275.45	60.38	1.59	
-248.94	14.62	1.55	
-229.10	-73.44	1.89	
-386.10	-226.91	1.91	
-313.05	289.02	1.27	
80.10	198.91	1.58	
-176.64	323.21	1.71	
80.25	-332.63	1.06	
379.43	405.93	1.58	
-76.48	-384.42	1.92	
354.52	-352.34	1.36	
-136.79	-208.18	1.01	
377.07	-310.91	1.69	
-74.51	-304.26	1.02	
180.64	350.24	2.00	
-190.94	26.77	1.01	
-145.92	225.79	1.02	
141.92	75.20	1.28	
77.12	235.22	1.61	
257.21	-391.66	1.55	
-34.40	56.10	1.56	
-237.97	-290.45	1.13	
-200.99	291.65	1.43	
71.71	-330.43	2.00	
